"airtableID","Id","Author","[person]","[news item]","Name [Role]"
"","[apdp.news.000021] ""Schreiner, Olive 
(1855-1920)"" (Writer)","","['recbfhE2llgyFASSj']","['recchpyRVXsLJEFm7']","Writer"
"","[apdp.news.000021] ""Watson, Stephen 
(1954-2011)"" (Critic) - author","True","['recFopeEgah7cXTgt']","['recchpyRVXsLJEFm7']","Critic"
"","[apdp.news.000022] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Critic) - author","True","['recbF6fKg6E5WaoqP']","['rec5VG4rYGmqjoOJA']","Critic"
"","[apdp.news.000022] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['rec5VG4rYGmqjoOJA']","Poet"
"","[apdp.news.000022] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec5VG4rYGmqjoOJA']","Poet"
"","[apdp.news.000022] ""Senghor, Léopold Sédar 
(1906-2001)"" (Mentioned Poet)","","['recBdxaNWIHd4zhkg']","['rec5VG4rYGmqjoOJA']","Mentioned Poet"
"","[apdp.news.000023] ""Beier, Ulli 
(1922-2011)"" (Critic) - author","True","['recR5ozQC8BdAtBze']","['recRMwvM8cUdKblEV']","Critic"
"","[apdp.news.000023] ""Césaire, Aimé 
(1913-2008)"" (Mentioned Poet)","","['rec2z09hX5pCtvqpR']","['recRMwvM8cUdKblEV']","Mentioned Poet"
"","[apdp.news.000023] ""Hughes, Langston 
(1901-1967)"" (Mentioned Poet)","","['rec2CIPZQriDcjGVE']","['recRMwvM8cUdKblEV']","Mentioned Poet"
"","[apdp.news.000023] ""Lasebikan, E. L. 
(-)"" (Writer)","","['rec81cAeMdMBM9Agw']","['recRMwvM8cUdKblEV']","Writer"
"","[apdp.news.000023] ""Latino, Juan 'Juan de Sessa' 
(1518-1596)"" (Mentioned Poet)","","['recCeA1y1SQuRapdJ']","['recRMwvM8cUdKblEV']","Mentioned Poet"
"","[apdp.news.000023] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['recRMwvM8cUdKblEV']","Poet"
"","[apdp.news.000024] ""Driver, Charles Jonathan 'Jonty' 
(1939-)"" (Poet)","","['recOcLoIZSFwMOqfm']","['recAqaGycBVIDe9Ot']","Poet"
"","[apdp.news.000024apdp.news.000438apdp.news.000442] ""Smith, Godfrey 
(1926-2017)"" (Critic) - author","True","['recQ38e9c4esXYy8b']","['recAqaGycBVIDe9Ot', 'recjmpF7XqZNAb2uZ', 'recHAJl7c7x8pEnru']","Critic"
"","[apdp.news.000025] ""Arnold, Matthew 
(1822-1888)"" (Mentioned Poet)","","['rectb2diwbIUCvFyN']","['recytcYH8Qx0pDzkl']","Mentioned Poet"
"","[apdp.news.000025] ""Ensor, Robert Charles Kirkwood 'R. C. K.' 
(1877-1958)"" (Writer)","","['recj0LhHBHsz8XbY2']","['recytcYH8Qx0pDzkl']","Writer"
"","[apdp.news.000025] ""Pringle, Thomas 
(1780-1834)"" (Mentioned Poet)","","['recjcqo5Xbuadsw29']","['recytcYH8Qx0pDzkl']","Mentioned Poet"
"","[apdp.news.000025] ""Scott, Walter 
(1771-1832)"" (Mentioned Poet)","","['recoY3dZkUuvYmYPH']","['recytcYH8Qx0pDzkl']","Mentioned Poet"
"","[apdp.news.000025] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['recytcYH8Qx0pDzkl']","Poet"
"","[apdp.news.000026] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recoSR2VDP7ak9VXK']","Poet"
"","[apdp.news.000026] ""Pringle, Thomas 
(1780-1834)"" (Mentioned Poet)","","['recjcqo5Xbuadsw29']","['recoSR2VDP7ak9VXK']","Mentioned Poet"
"","[apdp.news.000026] ""Watson, Stephen 
(1954-2011)"" (Critic) - author","True","['recFopeEgah7cXTgt']","['recoSR2VDP7ak9VXK']","Critic"
"","[apdp.news.000027] ""Barber, Karin 
(1949-)"" (Critic) - author","True","['recYp0YWM8dg6iSjp']","['recLX1xTn3mnaNbOi']","Critic"
"","[apdp.news.000027] ""Ibekwe, Chinweizu 
(1943-)"" (Poet)","","['recLTfg4s1V8DoHZC']","['recLX1xTn3mnaNbOi']","Poet"
"","[apdp.news.000027] ""Jacinto, António 'Orlando Tavora' 
(1924-1991)"" (Poet)","","['recUkxAH7lg0EjGGM']","['recLX1xTn3mnaNbOi']","Poet"
"","[apdp.news.000027] ""Ogundipe-Leslie, Omolara 'Molara' 
(1940-2019)"" (Poet)","","['recIEuCEh4zUIwGmh']","['recLX1xTn3mnaNbOi']","Poet"
"","[apdp.news.000027] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recLX1xTn3mnaNbOi']","Poet"
"","[apdp.news.000028] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recrpc2a4vYriaOJn']","Poet"
"","[apdp.news.000029] ""Coles, Richard 
(1962-)"" (Reporter)","","['reca6bY5bmrphZTTM']","['recDqkydjOp1hdCDi']","Reporter"
"","[apdp.news.000029] ""Krog, Antjie 
(1952-)"" (Poet)","","['rectR28bCv8ff49mc']","['recDqkydjOp1hdCDi']","Poet"
"","[apdp.news.000030] ""Coleridge, Samuel Taylor 
(1772-1834)"" (Mentioned Poet)","","['rec95DIkQnaHYdENV']","['recOYrp6dhJ7LbCYz']","Mentioned Poet"
"","[apdp.news.000030] ""Percy, Thomas 
(1729-1811)"" (Editor)","","['recR7klPPIt81oMkF']","['recOYrp6dhJ7LbCYz']","Editor"
"","[apdp.news.000030] ""White, Landeg 
(1940-2017)"" (Critic) - author","True","['rec8JrnDz4xSMAzEp']","['recOYrp6dhJ7LbCYz']","Critic"
"","[apdp.news.000030] ""Wordsworth, William 
(1770-1850)"" (Mentioned Poet)","","['recuGjjGW9YoLm1AU']","['recOYrp6dhJ7LbCYz']","Mentioned Poet"
"","[apdp.news.000031] ""Fraser, George Sutherland 'G. S.' 
(1915-1980)"" (Critic) - author","True","['recIsXpTiKI3fVXJJ']","['rechuUw5HbV7kKCJf']","Critic"
"","[apdp.news.000031] ""Heath-Stubbs, John 
(1918-2006)"" (Mentioned Poet)","","['rec9PGjgVre4ZpM8f']","['rechuUw5HbV7kKCJf']","Mentioned Poet"
"","[apdp.news.000031] ""Roberts, Michael 
(1902-1948)"" (Mentioned Poet)","","['recK4M9Pb5ubEl8Di']","['rechuUw5HbV7kKCJf']","Mentioned Poet"
"","[apdp.news.000031] ""Wright, David 
(1920-1994)"" (Poet)","","['recX3e6HGV46vJgzl']","['rechuUw5HbV7kKCJf']","Poet"
"","[apdp.news.000031apdp.news.000444] ""Campbell, Roy 
(1901-1957)"" (Mentioned Poet)","","['recZCHkAMEtH7xn9G']","['rechuUw5HbV7kKCJf', 'recCSMwNxvCbnyZes']","Mentioned Poet"
"","[apdp.news.000032] ""Cullinan, Patrick 
(1933-2011)"" (Poet)","","['recyw3iYZDrBScLGY']","['recbYsA8nKU5kIT0q']","Poet"
"","[apdp.news.000032] ""Donne, John 
(1572-1631)"" (Mentioned Poet)","","['recBireBIv324yBX3']","['recbYsA8nKU5kIT0q']","Mentioned Poet"
"","[apdp.news.000032] ""Livingstone, Douglas 
(1932-1996)"" (Poet)","","['recrAaXXhIPMbulnW']","['recbYsA8nKU5kIT0q']","Poet"
"","[apdp.news.000032] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet)","","['reczK3i9PQzDoN6ks']","['recbYsA8nKU5kIT0q']","Poet"
"","[apdp.news.000032] ""Walder, Dennis 
(1943-)"" (Critic) - author","True","['recc52Vz7dNYOt2CB']","['recbYsA8nKU5kIT0q']","Critic"
"","[apdp.news.000033] ""Vine Hall, Arthur 
(1862-1957)"" (Poet)","","['recWYlosZE0Fn4mLZ']","['recwoe5sZmKkFEKdm']","Poet"
"","[apdp.news.000034] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recMbqQ09XS9AUoTW']","Poet"
"","[apdp.news.000034] ""Kavanagh, Patrick Joseph 'P. J.' 
(1904-1967)"" (Critic) - author","True","['reclIPWVZUTdek7RW']","['recMbqQ09XS9AUoTW']","Critic"
"","[apdp.news.000035] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recr3BGNfXAUFewTF']","Poet"
"","[apdp.news.000035] ""du Plessis, H. E. 
(-)"" (Critic) - author","True","['recktdrnX8elgNw4V']","['recr3BGNfXAUFewTF']","Critic"
"","[apdp.news.000035] ""Harhoff, T. J. 
(-)"" (Academic)","","['rec1NHLA0TItVz7F0']","['recr3BGNfXAUFewTF']","Academic"
"","[apdp.news.000036] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['reco18MdcDqcO54bx']","Poet"
"","[apdp.news.000036] ""Breytenbach, Breyten 
(1939-)"" (Poet)","","['recIGSwI3zYEGJaaM']","['reco18MdcDqcO54bx']","Poet"
"","[apdp.news.000036] ""Farah, Nuruddin 
(1945-)"" (Writer)","","['rec4nIfxtwAORhRIn']","['reco18MdcDqcO54bx']","Writer"
"","[apdp.news.000036] ""Marechera, Dambudzo 
(1952-1987)"" (Poet)","","['rec27lGFoJpJNTgpi']","['reco18MdcDqcO54bx']","Poet"
"","[apdp.news.000036] ""Nkosi, Lewis 
(1936-2010)"" (Critic) - author","True","['recLITWzgFk9GhBof']","['reco18MdcDqcO54bx']","Critic"
"","[apdp.news.000036] ""Rimbaud, Arthur 
(1854-1891)"" (Mentioned Poet)","","['recQASws74LVXg1uz']","['reco18MdcDqcO54bx']","Mentioned Poet"
"","[apdp.news.000036] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['reco18MdcDqcO54bx']","Poet"
"","[apdp.news.000036] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['reco18MdcDqcO54bx']","Poet"
"","[apdp.news.000036] ""wa Thiong'o, Ngugi 'James' 
(1938-)"" (Writer)","","['rec37zp2sfvgsuWjX']","['reco18MdcDqcO54bx']","Writer"
"","[apdp.news.000037] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recNtKYDmekIRLoHV']","Poet"
"","[apdp.news.000037] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recNtKYDmekIRLoHV']","Mentioned Poet"
"","[apdp.news.000037] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recNtKYDmekIRLoHV']","Mentioned Poet"
"","[apdp.news.000037] ""Wordsworth, William 
(1770-1850)"" (Mentioned Poet)","","['recuGjjGW9YoLm1AU']","['recNtKYDmekIRLoHV']","Mentioned Poet"
"","[apdp.news.000038] ""Crouch, E. H. 
(-)"" (Editor)","","['rec7EukUBwXIQCBl6']","['reczpscNfD39kUcRi']","Editor"
"","[apdp.news.000038] ""Fifield, A. C. 
(-)"" (Publisher)","","['rectD1M6ohQ6rHqIO']","['reczpscNfD39kUcRi']","Publisher"
"","[apdp.news.000039] ""Bolamba, Antoine-Roger 
(1913-2002)"" (Poet)","","['reclp44nPFpENyXsk']","['rech4VOVyvMCH2ZBy']","Poet"
"","[apdp.news.000039] ""Césaire, Aimé 
(1913-2008)"" (Mentioned Poet)","","['rec2z09hX5pCtvqpR']","['rech4VOVyvMCH2ZBy']","Mentioned Poet"
"","[apdp.news.000039] ""Damas, Léon-Gontran 
(1912-1978)"" (Mentioned Poet)","","['recT67QFmOwmxwDhd']","['rech4VOVyvMCH2ZBy']","Mentioned Poet"
"","[apdp.news.000039] ""Diop, David Mandessi 
(1927-1960)"" (Poet)","","['recK4TZnSTzzUQFzj']","['rech4VOVyvMCH2ZBy']","Poet"
"","[apdp.news.000039] ""Moore, Gerald 
(1924-)"" (Critic) - author","True","['rec9fhaSuS1VCt72x']","['rech4VOVyvMCH2ZBy']","Critic"
"","[apdp.news.000039] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet)","","['recS6VRZbkRMZ4Apa']","['rech4VOVyvMCH2ZBy']","Poet"
"","[apdp.news.000039] ""Ranaivo, Flavien 
(1914-1999)"" (Poet)","","['recqO0dQd4f6mHqqS']","['rech4VOVyvMCH2ZBy']","Poet"
"","[apdp.news.000039] ""Roumain, Jacques 
(1907-1944)"" (Mentioned Poet)","","['recN4n1ZjfELi9KVI']","['rech4VOVyvMCH2ZBy']","Mentioned Poet"
"","[apdp.news.000039] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['rech4VOVyvMCH2ZBy']","Poet"
"","[apdp.news.000040] ""Wilmot, E. 
(-)"" (Critic) - author","True","['rechEXkC6t5QkD4F5']","['recynlD0NFYUc3Zbh']","Critic"
"","[apdp.news.000041] ""D'Angour, Armand 
(1958-)"" (Critic) - author","True","['recpQJHmsqwayg4Jx']","['recLlYAmkIPEvq8to']","Critic"
"","[apdp.news.000041] ""Palgrave, Francis Turner 
(1824-1897)"" (Mentioned Poet)","","['recqn3mScCJQbvl9v']","['recLlYAmkIPEvq8to']","Mentioned Poet"
"","[apdp.news.000041] ""Thomas, Rosalind 
(1959-)"" (Academic)","","['recbxL7hEaFZSGUTb']","['recLlYAmkIPEvq8to']","Academic"
"","[apdp.news.000042] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['reccXchcTo32BrBxp']","Poet"
"","[apdp.news.000042] ""Lindsay, Vachel 
(1879-1931)"" (Mentioned Poet)","","['recycoPj8HyvTF0WA']","['reccXchcTo32BrBxp']","Mentioned Poet"
"","[apdp.news.000042apdp.news.000376apdp.news.000398apdp.news.000399apdp.news.000401apdp.news.000403apdp.news.000406apdp.news.000407] ""MacCarthy, Desmond 
(1877-1952)"" (Critic) - author","True","['recoSVCBq0kyfUfNB']","['reccXchcTo32BrBxp', 'rec7qhKCxlhAUmD0d', 'rec9Lw8gUwCCpank5', 'recUcMaWkBLFauZSf', 'recgxZTFTqPqMfUaN', 'rec8MMCha1iVdrmXC', 'recEOtsqOnhhSe4fJ', 'recDxlwfsiQeOR1K2']","Critic"
"","[apdp.news.000043] ""Blunden, Edmund Charles 
(1896-1974)"" (Critic) - author","True","['recLQqcbwiqHyeC5d']","['rec6LrX6MN7WO0uca']","Critic"
"","[apdp.news.000043] ""Campbell, Roy 
(1901-1957)"" (Mentioned Poet)","","['recZCHkAMEtH7xn9G']","['rec6LrX6MN7WO0uca']","Mentioned Poet"
"","[apdp.news.000043] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['rec6LrX6MN7WO0uca']","Poet"
"","[apdp.news.000043apdp.news.000422] ""Plomer, William 
(1903-1973)"" (Mentioned Poet)","","['rechXmQTzrc8eiWTu']","['rec6LrX6MN7WO0uca', 'recOiBmKFJt80NyWJ']","Mentioned Poet"
"","[apdp.news.000044] ""Fugard, Sheila Meiring 
(1932-)"" (Poet)","","['recri8nQBWiBukd4s']","['recjZzOZk93o9SVXd']","Poet"
"","[apdp.news.000044] ""Rodda, P. 
(-)"" (Critic) - author","True","['recov8K1YIDBqE9HH']","['recjZzOZk93o9SVXd']","Critic"
"","[apdp.news.000045] ""Ensor, Robert Charles Kirkwood 'R. C. K.' 
(1877-1958)"" (Writer)","","['recj0LhHBHsz8XbY2']","['rec3VxWJX8k71MQeR']","Writer"
"","[apdp.news.000045] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['rec3VxWJX8k71MQeR']","Poet"
"","[apdp.news.000046] ""Beier, Ulli 
(1922-2011)"" (Academic)","","['recR5ozQC8BdAtBze']","['reclba6LHb1UskaoG']","Academic"
"","[apdp.news.000046] ""Brew, Osborne Henry Kwesi 
(1928-2007)"" (Poet)","","['recMtz94K601qz8dX']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Diop, David Mandessi 
(1927-1960)"" (Poet)","","['recK4TZnSTzzUQFzj']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Faleti, Adebayo 
(1921-2017)"" (Poet)","","['rec3Bsu8YAwh3DvTn']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Guibert, Armand 
(1906-1990)"" (Mentioned Poet)","","['recFYUhCAwiAu7nDU']","['reclba6LHb1UskaoG']","Mentioned Poet"
"","[apdp.news.000046] ""Hughes, Langston 
(1901-1967)"" (Mentioned Poet)","","['rec2CIPZQriDcjGVE']","['reclba6LHb1UskaoG']","Mentioned Poet"
"","[apdp.news.000046] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Poet)","","['rece7yBr1DgEhfXdR']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Moore, Gerald 
(1924-)"" (Critic) - author","True","['rec9fhaSuS1VCt72x']","['reclba6LHb1UskaoG']","Critic"
"","[apdp.news.000046] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Opoku, A. A. 
(1919-)"" (Poet)","","['rec0GSrZvPkQtiwxs']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Ranaivo, Flavien 
(1914-1999)"" (Poet)","","['recqO0dQd4f6mHqqS']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000046] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['reclba6LHb1UskaoG']","Poet"
"","[apdp.news.000047] ""Butler, Guy 
(1918-2001)"" (Poet)","","['recjKvU9JG4GftnEK']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet)","","['recN2CQ0lURxrndsj']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Madge, Charles Henry 
(1912-1996)"" (Poet)","","['recNDLiL9FcG6VMnQ']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Plomer, William 
(1903-1973)"" (Poet)","","['rechXmQTzrc8eiWTu']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet)","","['reczY4HgBRDaqL1fV']","['recquIvhYtvkotDHJ']","Poet"
"","[apdp.news.000047] ""Whistler, Laurence 
(1913-2000)"" (Critic) - author","True","['recETfunveruYSX0X']","['recquIvhYtvkotDHJ']","Critic"
"","[apdp.news.000048] ""Pringle, Thomas 
(1780-1834)"" (Poet)","","['recjcqo5Xbuadsw29']","['rec9m8uCI7nmxwxA6']","Poet"
"","[apdp.news.000049] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Chipasula, Frank Mkalawile 
(1949-)"" (Poet)","","['rechCmMdNpei8Hc3B']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Haynes, John 
(-)"" (Critic) - author","True","['reciGXE4wR85hljGx']","['recsRQSeqNR0twAdA']","Critic"
"","[apdp.news.000049] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Laing, Kojo 'Bernard' 
(1946-2017)"" (Poet)","","['reclkjf5RAoQfCuhd']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet)","","['recURRbIgveOeoPqf']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Ofeimun, Odia 
(1950-)"" (Poet)","","['recP34XkRR1kXmqdp']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000049] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recsRQSeqNR0twAdA']","Poet"
"","[apdp.news.000050] ""Beier, Ulli 
(1922-2011)"" (Critic) - author","True","['recR5ozQC8BdAtBze']","['recjjbfI8Vv8Z510T']","Critic"
"","[apdp.news.000051] ""Moore, Gerald 
(1924-)"" (Critic) - author","True","['rec9fhaSuS1VCt72x']","['recb9a0o8qZkcKiAS']","Critic"
"","[apdp.news.000051] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recb9a0o8qZkcKiAS']","Poet"
"","[apdp.news.000052] ""Davison, Peter 
(-)"" (Mentioned Poet)","","['recC0C1NPa8N9Wk2d']","['rec6qwxS4Z5eL8ZBj']","Mentioned Poet"
"","[apdp.news.000052] ""Eagleton, Terry 
(1943-)"" (Critic) - author","True","['recKMFfwoYL7zLYIL']","['rec6qwxS4Z5eL8ZBj']","Critic"
"","[apdp.news.000052] ""Hope, Christopher 
(1944-)"" (Poet)","","['recRT3BRC72sBNfZo']","['rec6qwxS4Z5eL8ZBj']","Poet"
"","[apdp.news.000053] ""Sharp, Cecil 
(1859-1924)"" (Artist)","","['rectliDq1GsWRr9SP']","['rec4dMEcqxt6NxgFs']","Artist"
"","[apdp.news.000053] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec4dMEcqxt6NxgFs']","Poet"
"","[apdp.news.000053] ""Thorpe, W. 
(-)"" (Critic) - author","True","['recmedX1PdZXqLB1s']","['rec4dMEcqxt6NxgFs']","Critic"
"","[apdp.news.000053apdp.news.000336] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['rec4dMEcqxt6NxgFs', 'recpe46hPtG5uMHJu']","Mentioned Poet"
"","[apdp.news.000054] ""Ensor, Robert Charles Kirkwood 'R. C. K.' 
(1877-1958)"" (Writer)","","['recj0LhHBHsz8XbY2']","['recy4uGDhyvOp4GmY']","Writer"
"","[apdp.news.000054] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet)","","['recA1aXEUqGwSRQhI']","['recy4uGDhyvOp4GmY']","Poet"
"","[apdp.news.000055] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recw8W18E8UdQrysJ']","Poet"
"","[apdp.news.000056] ""Eliot, Thomas Stearns 'T. S.' 
(1888-1965)"" (Mentioned Poet)","","['recx4toxfq1chRr5W']","['recAomRrm8ipoARLG']","Mentioned Poet"
"","[apdp.news.000056] ""Vanwyk Louw, Nicholaas Petrus 
(1906-1970)"" (Poet)","","['recTaUK751BGeaobm']","['recAomRrm8ipoARLG']","Poet"
"","[apdp.news.000057] ""Eglington, Charles 
(1918-1972)"" (Poet)","","['recVITrnlYju5VVOR']","['recmmmFby0ZmKNHkD']","Poet"
"","[apdp.news.000058] ""Lorca, Federico García 
(1989-1936)"" (Mentioned Poet)","","['reczkvGVbGZS1YA8N']","['recP0ZxifIUUAwELF']","Mentioned Poet"
"","[apdp.news.000058] ""Motjuwadi, Stanley 
(1930-1989)"" (Poet)","","['recUow1lTAv9Qiv3V']","['recP0ZxifIUUAwELF']","Poet"
"","[apdp.news.000058] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet)","","['reczK3i9PQzDoN6ks']","['recP0ZxifIUUAwELF']","Poet"
"","[apdp.news.000058] ""Paton, Alan 
(1903-1988)"" (Writer)","","['recTWiV1axyEJr0fq']","['recP0ZxifIUUAwELF']","Writer"
"","[apdp.news.000058] ""Quasimodo, Salvatore 
(1901-1968)"" (Mentioned Poet)","","['recRpKnJxEUJsOma0']","['recP0ZxifIUUAwELF']","Mentioned Poet"
"","[apdp.news.000058] ""Serote, Mongane Wally 
(1944-)"" (Poet)","","['recADnJms1RS8ueJD']","['recP0ZxifIUUAwELF']","Poet"
"","[apdp.news.000058] ""Yevtushenko, Yevgeny 
(1933-2017)"" (Mentioned Poet)","","['recrZ8r9dTiENzZg8']","['recP0ZxifIUUAwELF']","Mentioned Poet"
"","[apdp.news.000058] ""Young, Hugo 'Smelter' 
(1938-2003)"" (Reporter)","","['recPSeCmKETD8ZTgJ']","['recP0ZxifIUUAwELF']","Reporter"
"","[apdp.news.000059] ""Breytenbach, Breyten 
(1939-)"" (Poet)","","['recIGSwI3zYEGJaaM']","['recGRgMB4kfY5pRJr']","Poet"
"","[apdp.news.000059] ""Polley, James 
(-)"" (Academic)","","['recVfueFoKaQUNlXs']","['recGRgMB4kfY5pRJr']","Academic"
"","[apdp.news.000060] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recQz5M7aCaGwZuZg']","Poet"
"","[apdp.news.000060] ""Fishlock, Trevor 
(1941-)"" (Reporter)","","['reci1vRhY6JO0M8IX']","['recQz5M7aCaGwZuZg']","Reporter"
"","[apdp.news.000061] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['rec05scnu2eGm4JVU']","Poet"
"","[apdp.news.000061] ""Viljoen, Francois 
(-)"" (Politician)","","['recH42BbyOjU5emPO']","['rec05scnu2eGm4JVU']","Politician"
"","[apdp.news.000062] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recXLHlBE04PNcZdG']","Poet"
"","[apdp.news.000062] ""kaSenzangakhona, Shaka 'Shaka Zulu' 
(1787-1828)"" (Politician)","","['recyXHVYu8fKSWw7Y']","['recXLHlBE04PNcZdG']","Politician"
"","[apdp.news.000062] ""Leslie, Shane 
(1885-1971)"" (Politician)","","['reciCyrl3ya67YPWy']","['recXLHlBE04PNcZdG']","Politician"
