"airtableID","Primary Field","Author","[person]","[works]","Name [Role]"
"","[apdp.work.000185] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recID4HyefZsrKakR']","Poet"
"","[apdp.work.000531] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['rechrsWGNQE3MbIMK']","Poet"
"","[apdp.work.000701] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recz2D6L9OdjMQ4nt']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000090] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recMgRCPWroEil3Qn']","Poet"
"","[apdp.work.000417] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recG0ZnvcfDECsNa0']","Poet"
"","[apdp.work.000315] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['recYtuY055ySmu8mc']","Poet"
"","[apdp.work.000443] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recwyo6JmoIW1vcHC']","Mentioned Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000178] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recU5CfCtkhlFljXz']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000701] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet)","","['recN2CQ0lURxrndsj']","['recz2D6L9OdjMQ4nt']","Poet"
"","[apdp.work.000369] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['reccgxC6ZUfWOyYvm']","Poet"
"","[apdp.work.000012] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recF6Pzv9tfiNz2wZ']","Poet"
"","[apdp.work.000211] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000712] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Mentioned Poet)","","['recNAQVBBlO8rp7LF']","['recNSYFn34xDH9wR2']","Mentioned Poet"
"","[apdp.work.000659] ""Cullinan, Patrick 
(1933-2011)"" (Poet) - author","True","['recyw3iYZDrBScLGY']","['rect1fNHCy8NSfT9A']","Poet"
"","[apdp.work.000094] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet) - author","True","['recw6xteDA4loPFr8']","['recSsiAda0jKQrx4e']","Poet"
"","[apdp.work.000330] ""Senghor, Léopold Sédar 
(1906-2001)"" (Author)","","['recBdxaNWIHd4zhkg']","['recmnD1JWqqrE8M7N']","Author"
"","[apdp.work.000158] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet) - author","True","['recN2CQ0lURxrndsj']","['recAegIzrFaPaDBQx']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000177] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recimd5BulAB4xvoV']","Poet"
"","[apdp.work.000379] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recJvIMZZ3b8AxGJ3']","Poet"
"","[apdp.work.000557] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['reco7R3Hq8jdtOw4N']","Poet"
"","[apdp.work.000113] ""Gray, Stephen 
(1941-2020)"" (Editor)","","['rec3OZM1rii2Anmdk']","['recNCvv0peXYt1Q5D']","Editor"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000423] ""Philander, P. J. 'Peter John' 
(1921-2006)"" (Poet) - author","True","['recsxiHf60mUiowcG']","['recsz1wwN0XeKbuVV']","Poet"
"","[apdp.work.000049] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['recBjH1jL67u14XPk']","Poet"
"","[apdp.work.000147] ""Boahen, Adu 'Albert' 
(1932-2006)"" (Author) - author","True","['recnMeTALaWPlsO9r']","['rec0TQBbg2fteEe0T']","Author"
"","[apdp.work.000138] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Poet)","","['recNAQVBBlO8rp7LF']","['recCHzSd4Jxt7Jz09']","Poet"
"","[apdp.work.000739] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recYCvClCsXzG3iu1']","Mentioned Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Mentioned Poet)","","['recGE7Fcz5oCLV3Qn']","","Mentioned Poet"
"","[apdp.work.000149] ""Appiah (Cripps), Enid Margaret 'Peggy' 
(1921-2006)"" (Author) - author","True","['recDniiD9wqPDauim']","['rec5Y8WljQ3ip1f7D']","Author"
"","[apdp.work.000069] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000327] ""Sepamla, Sydney 'Sydney Sipho Sepamla' 
(1932-2007)"" (Poet) - author","True","['reccGeA0Fw8BFLrrn']","['recRgAJyELmJ58KRi']","Poet"
"","[apdp.work.000540] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recEsjd4WP7yKaNBo']","Poet"
"","[apdp.work.000443] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['recwyo6JmoIW1vcHC']","Mentioned Poet"
"","[apdp.work.000729] ""Walrond, Francis Ernley 
(1875-1950)"" (Poet)","","['recaQR4MFonvM8PUB']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000068] ""Currey, Ralph Nixon 'R. N.' 
(1907-2001)"" (Poet)","","['recN2CQ0lURxrndsj']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000240] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['rec6u9Xo3LFNWPbq8']","Poet"
"","[apdp.work.000074] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['recy2yS65SFvuo0oC']","Poet"
"","[apdp.work.000179] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recVh4YP9T2xZvxyK']","Poet"
"","[apdp.work.000457] ""Ofeimun, Odia 
(1950-)"" (Poet) - author","True","['recP34XkRR1kXmqdp']","['recdTtmBXbWzOWYkR']","Poet"
"","[apdp.work.000619] ""Diop, Birago 
(1906-1989)"" (Poet) - author","True","['reckfQPSei4IyFMAs']","['recrQU9MNTgPTaq6B']","Poet"
"","[apdp.work.000135] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['reccvVQUrbUGgoonH']","Poet"
"","[apdp.work.000686] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet) - author","True","['recmyildMjXhoC72X']","['rectrEq2htND5y88s']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000344] ""P'Bitek, Okot 
(1931-1982)"" (Mentioned Poet)","","['recHO9AeFrAOe1QdE']","['recG2E3tvYeD7wrww']","Mentioned Poet"
"","[apdp.work.000145] ""Osae, T. A. 
(-)"" (Author) - author","True","['recnOrjyTqn6rssyi']","['recgAlaQToqkWABxM']","Author"
"","[apdp.work.000191] ""Spender, Dale 
(1943-)"" (Editor)","","['recWhiDrr9CbA5Wfb']","['recsuHcmAYL9oJOOD']","Editor"
"","[apdp.work.000183] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000273] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recrejwW0Q4X7n6Xv']","Poet"
"","[apdp.work.000126] ""Couzyn, Jeni 
(1942-)"" (Poet) - author","True","['reczJCspFdg3hHW9B']","['recUscAjRCiFieTUL']","Poet"
"","[apdp.work.000264] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recZOuzZEFBRFPlGm']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000405] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recEgYg93sI8dij50']","Poet"
"","[apdp.work.000131] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['rec1AsRj1iqnClj0N']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000654] ""Cullinan, Patrick 
(1933-2011)"" (Poet) - author","True","['recyw3iYZDrBScLGY']","['recYxmuyLfXb5BBWf']","Poet"
"","[apdp.work.000090] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recMgRCPWroEil3Qn']","Poet"
"","[apdp.work.000270] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['rec7632UstCAE3p9N']","Poet"
"","[apdp.work.000002] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recop8XDMc2PeYiw2']","Poet"
"","[apdp.work.000593] ""Gibbon, Perceval 
(1897-1936)"" (Poet) - author","True","['rec9C9KiiLJAEiVds']","['recFSgfrILFfX5aGA']","Poet"
"","[apdp.work.000453] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recSr6wO6WY9ExCG1']","Mentioned Poet"
"","[apdp.work.000504] ""Livingstone, Douglas 
(1932-1996)"" (Poet) - author","True","['recrAaXXhIPMbulnW']","['recizD5Thd77rmLKB']","Poet"
"","[apdp.work.000496] ""Madge, Charles Henry 
(1912-1996)"" (Poet) - author","True","['recNDLiL9FcG6VMnQ']","['recDgox0RuY0cXcms']","Poet"
"","[apdp.work.000162] ""Laing, Kojo 'Bernard' 
(1946-2017)"" (Poet) - author","True","['reclkjf5RAoQfCuhd']","['recIkMxwmYELe3Cvv']","Poet"
"","[apdp.work.000216] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recgPT6pJHvobt6Td']","Poet"
"","[apdp.work.000341] ""Senghor, Léopold Sédar 
(1906-2001)"" (Mentioned Poet) - author","True","['recBdxaNWIHd4zhkg']","['recYxAUv9ycGPblAJ']","Mentioned Poet"
"","[apdp.work.000482] ""Marechera, Dambudzo 
(1952-1987)"" (Poet) - author","True","['rec27lGFoJpJNTgpi']","['recsU7moEEBUjCrAX']","Poet"
"","[apdp.work.000396] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recVL5v0k246Nj6pB']","Poet"
"","[apdp.work.000184] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recFkQMELanS2ps6M']","Poet"
"","[apdp.work.000133] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['rec4R965kRDt6mDHO']","Poet"
"","[apdp.work.000184] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recFkQMELanS2ps6M']","Poet"
"","[apdp.work.000125] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['recpe5o1u1Yaigfgk']","Poet"
"","[apdp.work.000055] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000299] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['reckDzPohB693l1tf']","Mentioned Poet"
"","[apdp.work.000438] ""Opoku, A. A. 
(1919-)"" (Poet)","","['rec0GSrZvPkQtiwxs']","['recvxS7HdLYLrmW5B']","Poet"
"","[apdp.work.000179] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recVh4YP9T2xZvxyK']","Poet"
"","[apdp.work.000303] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Mentioned Poet)","","['recmyildMjXhoC72X']","['rec0NbDjgZEhh6I0y']","Mentioned Poet"
"","[apdp.work.000069] ""Diop, David Mandessi 
(1927-1960)"" (Poet)","","['recK4TZnSTzzUQFzj']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000171] ""Heaton, Caroline 
(-)"" (Editor)","","['recbdrbqjbQqToAWl']","['recL2I5pDkhjH9R4H']","Editor"
"","[apdp.work.000345] ""Runcie, John 
(1864-1939)"" (Poet) - author","True","['rec2xS0qROjzIPcQB']","['recjq6G2GkCPmmTss']","Poet"
"","[apdp.work.000700] ""Byron, Mary 
(-)"" (Author)","","['rect3q1WANWYg0biY']","['rectPyB9WRspN2TVR']","Author"
"","[apdp.work.000720] ""Bolamba, Antoine-Roger 
(1913-2002)"" (Poet) - author","True","['reclp44nPFpENyXsk']","['recIraGAUbXrIK6Wj']","Poet"
"","[] ""P'Bitek, Okot 
(1931-1982)"" (Poet) - author","True","['recHO9AeFrAOe1QdE']","","Poet"
"","[apdp.work.000571] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet) - author","True","['recBJcbdVcUytCiWZ']","['recIaWJEzNb0Lwjf8']","Poet"
"","[apdp.work.000069] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000179] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recVh4YP9T2xZvxyK']","Poet"
"","[apdp.work.000090] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recMgRCPWroEil3Qn']","Poet"
"","[apdp.work.000303] ""Senghor, Léopold Sédar 
(1906-2001)"" (Mentioned Poet)","","['recBdxaNWIHd4zhkg']","['rec0NbDjgZEhh6I0y']","Mentioned Poet"
"","[apdp.work.000181] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['rec8pkYh44I9EZjVI']","Poet"
"","[apdp.work.000576] ""Haresnape, Geoffrey 
(1939-)"" (Poet) - author","True","['recX8RB530gqZ4KJi']","['recbaBJCnvLRwkWNY']","Poet"
"","[apdp.work.000718] ""Brew, Osborne Henry Kwesi 
(1928-2007)"" (Poet) - author","True","['recMtz94K601qz8dX']","['recA8FMRrVAt60kds']","Poet"
"","[apdp.work.000215] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recQChcNN1exgEA1o']","Poet"
"","[apdp.work.000641] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recqQu8U6AwOZxkQe']","Poet"
"","[apdp.work.000676] ""Couzyn, Jeni 
(1942-)"" (Poet) - author","True","['reczJCspFdg3hHW9B']","['recmDUrr4lEINlBkr']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000300] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Mentioned Poet)","","['recw6xteDA4loPFr8']","['reckoV9wGPpLuq7ou']","Mentioned Poet"
"","[apdp.work.000182] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recozVmiDdj9XhIlA']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000272] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recmrKmvJxRrDJe8Z']","Poet"
"","[apdp.work.000712] ""Breytenbach, Breyten 
(1939-)"" (Mentioned Poet)","","['recIGSwI3zYEGJaaM']","['recNSYFn34xDH9wR2']","Mentioned Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000354] ""Rousseau, Ina 
(1926-2005)"" (Poet) - author","True","['recZS4g43q5Io7CpK']","['recDvoAza79CsToCS']","Poet"
"","[apdp.work.000376] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['rec0Qhw1fjTmuQR4H']","Poet"
"","[apdp.work.000034] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recrFMkL8zh6Vn5zq']","Poet"
"","[apdp.work.000729] ""Allhusen, Beatrice 
(-)"" (Poet)","","['rec1Tx2Lc0ighEq1E']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000734] ""Adams, Perseus 'Peter Robert Charles' 
(1933-)"" (Poet) - author","True","['rec9NVjOrXGIXxw9F']","['recADl8oU0iOVzmRJ']","Poet"
"","[apdp.work.000400] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['rec82TMbGe8walRTM']","Poet"
"","[apdp.work.000193] ""Arkin, Marian 
(-)"" (Editor)","","['recWQNCln5r8EGBcT']","['recltaUDiU5JJZaoE']","Editor"
"","[apdp.work.000183] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000299] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['reckDzPohB693l1tf']","Mentioned Poet"
"","[apdp.work.000729] ""Evans, Hugh John 
(-)"" (Poet)","","['rec3p8J4f8VlC37h8']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000064] ""Livingstone, Douglas 
(1932-1996)"" (Poet)","","['recrAaXXhIPMbulnW']","['recdWGeVcuOOGn2om']","Poet"
"","[apdp.work.000001] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['rec2RvvncgzHU6g2X']","Mentioned Poet"
"","[apdp.work.000141] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec2zSByaU50BnenB']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000667] ""Cripps, Arthur Shearly 
(1869-1952)"" (Poet) - author","True","['recHqhKMTrYFElsxy']","['recruEJAnBLLEdPeX']","Poet"
"","[apdp.work.000055] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000622] ""Diakhate, Lamine 
(1928-1987)"" (Poet) - author","True","['recce49CVohdYLw2s']","['recSkTqZC4auVjRYC']","Poet"
"","[apdp.work.000470] ""Nelson, Robert Alexander 
(-)"" (Poet)","","['recemAMbhntp1TXtr']","['recIJ4i7vZh2GXz1n']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000182] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000034] ""Ofeimun, Odia 
(1950-)"" (Poet)","","['recP34XkRR1kXmqdp']","['recrFMkL8zh6Vn5zq']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000055] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000179] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['recVh4YP9T2xZvxyK']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000505] ""Livingstone, Douglas 
(1932-1996)"" (Poet) - author","True","['recrAaXXhIPMbulnW']","['recMsJ0M9siicUhcA']","Poet"
"","[apdp.work.000685] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet) - author","True","['recmyildMjXhoC72X']","['recsw1ILQFzmL2j2d']","Poet"
"","[apdp.work.000326] ""Sepamla, Sydney 'Sydney Sipho Sepamla' 
(1932-2007)"" (Poet) - author","True","['reccGeA0Fw8BFLrrn']","['recOOJuHnaGOu3tIm']","Poet"
"","[apdp.work.000572] ""Hope, Christopher 
(1944-)"" (Poet) - author","True","['recRT3BRC72sBNfZo']","['recm2KccVz4ddmtnC']","Poet"
"","[apdp.work.000484] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet) - author","True","['recURRbIgveOeoPqf']","['rechaz5mYy8pFidx9']","Poet"
"","[apdp.work.000492] ""Mann, Chris 'Christopher Michael Zithulele' 
(1948-2021)"" (Poet) - author","True","['recU0GqypnmAL84T5']","['recFFQDhCaAIkszDY']","Poet"
"","[apdp.work.000022] ""Campbell, Roy 
(1901-1957)"" (Poet) - author","True","['recZCHkAMEtH7xn9G']","['rec83xxA55U6zITrm']","Poet"
"","[apdp.work.000144] ""Sutherland, Efua 
(1924-1996)"" (Author) - author","True","['recn296ySj9qChslR']","['recKNVAto5oLy7VCw']","Author"
"","[apdp.work.000141] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['rec2zSByaU50BnenB']","Poet"
"","[apdp.work.000672] ""Cripps, Arthur Shearly 
(1869-1952)"" (Poet) - author","True","['recHqhKMTrYFElsxy']","['recClAfTjQVLxv3mf']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000244] ""Wright, David 
(1920-1994)"" (Mentioned Poet)","","['recX3e6HGV46vJgzl']","['recrEFNULQfZ8oDbH']","Mentioned Poet"
"","[apdp.work.000319] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rec8fXn5NLGiUnx6x']","Poet"
"","[apdp.work.000416] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recF2BkI6KuQDRl0x']","Poet"
"","[apdp.work.000068apdp.work.000071apdp.work.000070] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['rec476sNZ2psfODm3', 'rec6TOUx63FVXTgfv', 'recZcAC1EUYdcQODs']","Poet"
"","[apdp.work.000658] ""Cullinan, Patrick 
(1933-2011)"" (Poet) - author","True","['recyw3iYZDrBScLGY']","['recayS7eE4YKB9idw']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000528] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['recvMyr2G7npV3Q2f']","Poet"
"","[apdp.work.000730] ""Allhusen, Beatrice 
(-)"" (Poet)","","['rec1Tx2Lc0ighEq1E']","['rec3Pkpc87OALiRrI']","Poet"
"","[apdp.work.000532] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recVIQAFy5dT6AYmy']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000075] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Mentioned Poet)","","['rec7C07UyBGMs8tw8']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000301] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recC10WKwW5zEdB4i']","Mentioned Poet"
"","[apdp.work.000605] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['rec77CxWswRZ7tge1']","Poet"
"","[apdp.work.000701] ""Plomer, William 
(1903-1973)"" (Poet)","","['rechXmQTzrc8eiWTu']","['recz2D6L9OdjMQ4nt']","Poet"
"","[apdp.work.000470] ""Nelson, Robert Alexander 
(-)"" (Author)","","['recemAMbhntp1TXtr']","['recIJ4i7vZh2GXz1n']","Author"
"","[apdp.work.000137] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Poet)","","['recNAQVBBlO8rp7LF']","['rectHk0G8zZkhauwk']","Poet"
"","[apdp.work.000620] ""Diakhate, Lamine 
(1928-1987)"" (Poet) - author","True","['recce49CVohdYLw2s']","['recbpUXwCt2L2Ephg']","Poet"
"","[apdp.work.000007] ""Rutherford, Anna 
(-)"" (Editor)","","['recmRosUD6WX84CKs']","['recIAbPX3kiE86h1I']","Editor"
"","[apdp.work.000143] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['recE0XARAw5bGWJTe']","Poet"
"","[apdp.work.000727] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet) - author","True","['recw6xteDA4loPFr8']","['rec5MOaVK0VRGR2kv']","Poet"
"","[apdp.work.000582] ""Hamilton, William Robert 'W. R.' 
(1896-1917)"" (Poet) - author","True","['recEadpRGDKvzNbBc']","['recN8zFNmZXPl6rdf']","Poet"
"","[apdp.work.000170] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recScihn5ZX9hh1Fz']","Poet"
"","[apdp.work.000156] ""Kibera, Leonard 
(1942-1983)"" (Author) - author","True","['reciq5ZIND8LySs30']","['recWtM8zIP1aDfMPf']","Author"
"","[apdp.work.000276] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recyAGgF5wIM8DfXI']","Poet"
