"airtableID","Primary Field","Author","[person]","[works]","Name [Role]"
"","[apdp.work.000320] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['recJslsDKWnYazOEg']","Poet"
"","[apdp.work.000183] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000474] ""Naude, Adele 
(1910-1981)"" (Poet) - author","True","['rec66xaJWSHHckvag']","['rec3SPUpTO7joz6o8']","Poet"
"","[apdp.work.000055] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000507] ""Livingstone, Douglas 
(1932-1996)"" (Poet) - author","True","['recrAaXXhIPMbulnW']","['recOp1u10JbwsFpYz']","Poet"
"","[apdp.work.000180] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000533] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recW9bExHwqXQntJD']","Poet"
"","[apdp.work.000472] ""Naude, Adele 
(1910-1981)"" (Poet) - author","True","['rec66xaJWSHHckvag']","['recbzNgXxSmBxYCAo']","Poet"
"","[apdp.work.000222] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rec9HaIMVI6pkng8V']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000639] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recojmPy84RKKDbLm']","Poet"
"","[apdp.work.000334] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['recOqRy0TwNP3pORq']","Poet"
"","[apdp.work.000069] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000503] ""Liyong, Taban Lo 
(1939-)"" (Poet) - author","True","['recGE7Fcz5oCLV3Qn']","['recKiYG3HyIarXFt9']","Poet"
"","[apdp.work.000178] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recU5CfCtkhlFljXz']","Poet"
"","[apdp.work.000598] ""Fairlie, A. C. 
(-)"" (Poet)","","['rec7r87evRZHnyt9B']","['rec1PbeTGgnrboReP']","Poet"
"","[apdp.work.000638] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recazBmwe4zUdhCFB']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000714] ""Brew, Osborne Henry Kwesi 
(1928-2007)"" (Author)","","['recMtz94K601qz8dX']","['recPpyS3JpOYEZYYE']","Author"
"","[apdp.work.000132] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['rec3utTVFI15zJqXC']","Poet"
"","[apdp.work.000424] ""Peters, Lenrie 
(1932-2009)"" (Poet) - author","True","['reccvo8NMj2CiOdaP']","['reccJ3M4qlSfshb1c']","Poet"
"","[apdp.work.000312] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Author)","","['recA1aXEUqGwSRQhI']","['rec91q1rHJY2Pmfb8']","Author"
"","[apdp.work.000180] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000209] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet) - author","True","['reczK3i9PQzDoN6ks']","['recSJlynvXjMSZ40T']","Poet"
"","[apdp.work.000388] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet) - author","True","['reczY4HgBRDaqL1fV']","['recp0fn2xiEveXdsG']","Poet"
"","[apdp.work.000216] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recgPT6pJHvobt6Td']","Poet"
"","[apdp.work.000178] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recU5CfCtkhlFljXz']","Poet"
"","[apdp.work.000628] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet) - author","True","['recbF6fKg6E5WaoqP']","['recv9xq4ahRjxAyxm']","Poet"
"","[apdp.work.000441] ""Okigbo, Christopher 
(1932-1967)"" (Poet) - author","True","['recBvLFtelOVzL0YK']","['recvRebBRDcvfDZWa']","Poet"
"","[apdp.work.000243] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['reczpoMB6YcJo38OB']","Poet"
"","[apdp.work.000385] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet) - author","True","['reczY4HgBRDaqL1fV']","['recMEMs7MDXrFe0vC']","Poet"
"","[apdp.work.000429] ""P'Bitek, Okot 
(1931-1982)"" (Poet) - author","True","['recHO9AeFrAOe1QdE']","['recFvKH7wywOu1hPc']","Poet"
"","[apdp.work.000288] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet) - author","True","['recPxmrXdENsL9H4t']","['recw0WAkkHLO67uOd']","Poet"
"","[apdp.work.000590] ""Gouldsbury, Cullen 
(1881-1916)"" (Poet) - author","True","['recwMQtGCJJjvPZEA']","['recn5u5iKBsNU5LSS']","Poet"
"","[apdp.work.000304] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet) - author","True","['recrkX4daZNLsq0cZ']","['recytMrWgWbQzF1ay']","Mentioned Poet"
"","[apdp.work.000490] ""Mann, Chris 'Christopher Michael Zithulele' 
(1948-2021)"" (Poet) - author","True","['recU0GqypnmAL84T5']","['recAmspyrL4vpnysI']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000570] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet) - author","True","['recBJcbdVcUytCiWZ']","['recHMAkYVLckTDzVj']","Poet"
"","[apdp.work.000308] ""Small, Adam 
(1936-2016)"" (Poet) - author","True","['recXO2WiZ2k8Mqr6o']","['rec3TETpWhicVSNKH']","Poet"
"","[apdp.work.000637] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['rec8rmcuWjaYILqHk']","Poet"
"","[apdp.work.000302] ""Senghor, Léopold Sédar 
(1906-2001)"" (Mentioned Poet)","","['recBdxaNWIHd4zhkg']","['recYLgNgKsARUXpB1']","Mentioned Poet"
"","[apdp.work.000510] ""Livingstone, Douglas 
(1932-1996)"" (Poet) - author","True","['recrAaXXhIPMbulnW']","['rec9WA0lMue3z5vmM']","Poet"
"","[apdp.work.000704] ""Butler, Guy 
(1918-2001)"" (Poet) - author","True","['recjKvU9JG4GftnEK']","['recRgxBUWkOP3tZvi']","Poet"
"","[apdp.work.000181] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec8pkYh44I9EZjVI']","Poet"
"","[apdp.work.000614] ""Echeruo, Michael J. C. 
(1937-)"" (Poet) - author","True","['recZoWYIG4TUSm4dg']","['recheZOgBdoQjP7TR']","Poet"
"","[apdp.work.000701] ""Clouts, Sydney 
(1926-1982)"" (Poet)","","['rec4PSLJqOJn0gY2R']","['recz2D6L9OdjMQ4nt']","Poet"
"","[apdp.work.000493] ""Mann, Chris 'Christopher Michael Zithulele' 
(1948-2021)"" (Poet) - author","True","['recU0GqypnmAL84T5']","['recIdLqj9o8mKftsP']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000122] ""Oculi, Okello 
(1942-)"" (Poet)","","['recKFUhU4E0dTcJIJ']","['recKWMnVpS4ocEjmf']","Poet"
"","[apdp.work.000020] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recZxBfQg1MhMEMuL']","Mentioned Poet"
"","[apdp.work.000068] ""Butler, Guy 
(1918-2001)"" (Poet)","","['recjKvU9JG4GftnEK']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000069] ""Faleti, Adebayo 
(1921-2017)"" (Poet)","","['rec3Bsu8YAwh3DvTn']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000399] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['rec7GWA7vf4t3kQUc']","Poet"
"","[apdp.work.000698apdp.work.000175apdp.work.000103] ""Campbell, Roy 
(1901-1957)"" (Mentioned Poet) - author","True","['recZCHkAMEtH7xn9G']","['recT5Bdn4kgGjmPsX', 'recWdjfuhQ1HQUJbV', 'recjxeYVxGUXDSfAh']","Mentioned Poet"
"","[apdp.work.000131] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec1AsRj1iqnClj0N']","Poet"
"","[apdp.work.000214] ""Ogundipe-Leslie, Omolara 'Molara' 
(1940-2019)"" (Poet)","","['recIEuCEh4zUIwGmh']","['recBzCKvja80QqTya']","Poet"
"","[apdp.work.000337] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['recoRR82P2XBy3NDc']","Poet"
"","[apdp.work.000208] ""Campbell, Roy 
(1901-1957)"" (Poet) - author","True","['recZCHkAMEtH7xn9G']","['recKVJ0JLBscrUrhA']","Poet"
"","[apdp.work.000211] ""Hasan, Muhammad Abdille 
(1864-1920)"" (Poet)","","['recuXAbQCRxJfNW1g']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000324] ""Serote, Mongane Wally 
(1944-)"" (Poet) - author","True","['recADnJms1RS8ueJD']","['recp6lxKtAxvKUYLn']","Poet"
"","[apdp.work.000673] ""Cripps, Arthur Shearly 
(1869-1952)"" (Poet) - author","True","['recHqhKMTrYFElsxy']","['recK3AYcmrCOLpmdO']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000075] ""Brew, Osborne Henry Kwesi 
(1928-2007)"" (Mentioned Poet)","","['recMtz94K601qz8dX']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000690] ""Chipasula, Frank Mkalawile 
(1949-)"" (Poet) - author","True","['rechCmMdNpei8Hc3B']","['recyFP4zp5Uj7V5xC']","Poet"
"","[apdp.work.000729] ""Neale, H. Woodhouse 'Mome' 
(-)"" (Poet)","","['recj6nce2HJQvhZQO']","['recYUPn8Rg8P5RwGN']","Poet"
"","[apdp.work.000695] ""Campbell, Roy 
(1901-1957)"" (Poet) - author","True","['recZCHkAMEtH7xn9G']","['reckTpPdb1482mZpE']","Poet"
"","[apdp.work.000449] ""Okara, Gabriel 
(1921-2019)"" (Poet) - author","True","['recUiPx4caoRhWvaM']","['rec4syflngxm8SZYl']","Poet"
"","[apdp.work.000453] ""Peters, Lenrie 
(1932-2009)"" (Mentioned Poet)","","['reccvo8NMj2CiOdaP']","['recSr6wO6WY9ExCG1']","Mentioned Poet"
"","[apdp.work.000431] ""P'Bitek, Okot 
(1931-1982)"" (Mentioned Poet) - author","True","['recHO9AeFrAOe1QdE']","['recIqoXnUpahi8muT']","Mentioned Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000183] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000586] ""Gouldsbury, Cullen 
(1881-1916)"" (Poet) - author","True","['recwMQtGCJJjvPZEA']","['recjAqSF2vjgCLzNx']","Poet"
"","[apdp.work.000075] ""Opoku, A. A. 
(1919-)"" (Mentioned Poet)","","['rec0GSrZvPkQtiwxs']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000068] ""Wright, David 
(1920-1994)"" (Poet)","","['recX3e6HGV46vJgzl']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000534] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['rec2g2lRSK9KcGwtg']","Poet"
"","[apdp.work.000723] ""Blane, William 
(1859-1936)"" (Poet)","","['recgISXyBjBqVvzuV']","['recWaCyQVPiy7V775']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Mentioned Poet)","","['recmyildMjXhoC72X']","","Mentioned Poet"
"","[apdp.work.000180] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec5IprsXc3A0RVtt']","Poet"
"","[apdp.work.000230] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet)","","['reczK3i9PQzDoN6ks']","['reckHoEuJcOrHz0Hw']","Poet"
"","[apdp.work.000129] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['rech66EnGd2iEqIJv']","Poet"
"","[apdp.work.000724] ""Blane, William 
(1859-1936)"" (Poet) - author","True","['recgISXyBjBqVvzuV']","['recu4U1WazSWc47sN']","Poet"
"","[apdp.work.000055] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000001] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['rec2RvvncgzHU6g2X']","Mentioned Poet"
"","[apdp.work.000115] ""Couzyn, Jeni 
(1942-)"" (Poet) - author","True","['reczJCspFdg3hHW9B']","['recIDWp9d6Sq31e9A']","Poet"
"","[apdp.work.000506] ""Livingstone, Douglas 
(1932-1996)"" (Poet) - author","True","['recrAaXXhIPMbulnW']","['recOH2jPb1HZxwIQn']","Poet"
"","[apdp.work.000564] ""Horn, Peter Rudolf Gisela 
(1934-2019)"" (Poet) - author","True","['recBJcbdVcUytCiWZ']","['recPXia0uZr2qPext']","Poet"
"","[apdp.work.000397] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recYvxh48ucbeKywm']","Poet"
"","[] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","","Poet"
"","[apdp.work.000136] ""Plaatje, Solomon Tshekisho 
(1876-1932)"" (Poet)","","['recNAQVBBlO8rp7LF']","['recqF9ojn3PgfKrYm']","Poet"
"","[apdp.work.000693] ""Campbell, Roy 
(1901-1957)"" (Poet) - author","True","['recZCHkAMEtH7xn9G']","['recd4wUc70c4a1xeV']","Poet"
"","[apdp.work.000055] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000182] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000068] ""Cope, Robert Knox 'Jack' 
(1913-1991)"" (Poet)","","['rec4lc52d1rr49UHG']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000443] ""Brutus, Dennis Vincent 
(1924-2009)"" (Mentioned Poet)","","['recaLBDKPomp4cstB']","['recwyo6JmoIW1vcHC']","Mentioned Poet"
"","[apdp.work.000398] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['rec6n3eU07E4w3ccW']","Poet"
"","[apdp.work.000346] ""Runcie, John 
(1864-1939)"" (Poet) - author","True","['rec2xS0qROjzIPcQB']","['recH4lg6GpIxAkwND']","Poet"
"","[apdp.work.000131] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['rec1AsRj1iqnClj0N']","Poet"
"","[apdp.work.000546] ""Krige, Uys 
(1910-1987)"" (Poet) - author","True","['recuORZit1m0m3GHg']","['recydNZfbSIGUI9Pq']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000356] ""Ranaivo, Flavien 
(1914-1999)"" (Poet) - author","True","['recqO0dQd4f6mHqqS']","['recPCxITH1rEU4GTD']","Poet"
"","[apdp.work.000579] ""Haresnape, Geoffrey 
(1939-)"" (Poet) - author","True","['recX8RB530gqZ4KJi']","['recTORr1FJ3tg7JXI']","Poet"
"","[apdp.work.000064] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet)","","['reczK3i9PQzDoN6ks']","['recdWGeVcuOOGn2om']","Poet"
"","[apdp.work.000500] ""Liyong, Taban Lo 
(1939-)"" (Poet) - author","True","['recGE7Fcz5oCLV3Qn']","['recvULTklQf0T9cdu']","Poet"
"","[apdp.work.000642] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recsmJ6SW7Gidu52Z']","Poet"
"","[apdp.work.000248] ""Watermeyer, Gottfried Andreas 'G. A.' 
(1917-1972)"" (Poet) - author","True","['rech3QgHUlRA7jtQu']","['rec6YT5SifaCji79y']","Poet"
"","[apdp.work.000034] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet)","","['recURRbIgveOeoPqf']","['recrFMkL8zh6Vn5zq']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[]  (Poet)","","","","Poet"
"","[apdp.work.000246] ""Watermeyer, Gottfried Andreas 'G. A.' 
(1917-1972)"" (Poet) - author","True","['rech3QgHUlRA7jtQu']","['recM6lzpfiVA29PMU']","Poet"
"","[apdp.work.000095] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet) - author","True","['recw6xteDA4loPFr8']","['recFHuJePLZOAbL3b']","Poet"
"","[apdp.work.000452] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recZygzzGgKYGTCZI']","Mentioned Poet"
"","[apdp.work.000075] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Mentioned Poet)","","['recmyildMjXhoC72X']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000478] ""Murray, Charles 
(1864-1941)"" (Poet) - author","True","['recwQ5dRw8u3Oqt5w']","['rec5tnFqK48GbOVKq']","Poet"
"","[apdp.work.000430] ""P'Bitek, Okot 
(1931-1982)"" (Mentioned Poet) - author","True","['recHO9AeFrAOe1QdE']","['recl5JjM5cLjSAPQ0']","Mentioned Poet"
"","[apdp.work.000485] ""Mapanje, Jack 'John Alfred Clement' 
(1944-)"" (Poet) - author","True","['recURRbIgveOeoPqf']","['recEULgwlJi7tgAFw']","Poet"
"","[apdp.work.000357] ""Ranaivo, Flavien 
(1914-1999)"" (Poet) - author","True","['recqO0dQd4f6mHqqS']","['recYtTY20uBuBTmBx']","Poet"
"","[apdp.work.000539] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recDH0etSPelB69xl']","Poet"
"","[apdp.work.000480] ""Mtshali, Oswald Mbuyiseni 
(1940-)"" (Poet) - author","True","['reczK3i9PQzDoN6ks']","['rec5bF2sj5WkgvXq2']","Poet"
"","[apdp.work.000598] ""Fairlie, A. C. 
(-)"" (Author)","","['rec7r87evRZHnyt9B']","['rec1PbeTGgnrboReP']","Author"
"","[apdp.work.000634] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recNqJoBE0PSFEV6C']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000130] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recNInCLPTwVUICq5']","Poet"
"","[apdp.work.000177] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recimd5BulAB4xvoV']","Poet"
"","[apdp.work.000215] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recQChcNN1exgEA1o']","Poet"
"","[apdp.work.000495] ""Madge, Charles Henry 
(1912-1996)"" (Poet) - author","True","['recNDLiL9FcG6VMnQ']","['recYXuPui0LpQ38DL']","Poet"
"","[apdp.work.000034] ""Chipasula, Frank Mkalawile 
(1949-)"" (Poet)","","['rechCmMdNpei8Hc3B']","['recrFMkL8zh6Vn5zq']","Poet"
"","[apdp.work.000017] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['rec2LKQGKue4Hp2xV']","Poet"
"","[apdp.work.000132] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec3utTVFI15zJqXC']","Poet"
"","[apdp.work.000657] ""Cullinan, Patrick 
(1933-2011)"" (Poet) - author","True","['recyw3iYZDrBScLGY']","['rec9X9rZ5NCQnez6U']","Poet"
"","[apdp.work.000298] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['recnxknYQdv7lGncN']","Mentioned Poet"
"","[apdp.work.000597] ""Fallaw, Lance 
(1876-1958)"" (Poet) - author","True","['recoC0zs4dJb2YzGU']","['recIPyBfeGJ8uRQqM']","Poet"
"","[apdp.work.000068] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet)","","['reczY4HgBRDaqL1fV']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000253] ""Vine Hall, Arthur 
(1862-1957)"" (Poet) - author","True","['recWYlosZE0Fn4mLZ']","['recr3lX88ukvp2iDh']","Poet"
"","[apdp.work.000552] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['recLLGyH2P4c1wB3P']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000626] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet) - author","True","['recbF6fKg6E5WaoqP']","['recrGSbrPSd9pkDta']","Poet"
"","[apdp.work.000122] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recKWMnVpS4ocEjmf']","Poet"
"","[apdp.work.000422] ""Philander, P. J. 'Peter John' 
(1921-2006)"" (Poet)","","['recsxiHf60mUiowcG']","['recrnXQhHEjVzE1y3']","Poet"
"","[apdp.work.000211] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000068] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['rec476sNZ2psfODm3']","Poet"
"","[apdp.work.000443] ""Peters, Lenrie 
(1932-2009)"" (Mentioned Poet)","","['reccvo8NMj2CiOdaP']","['recwyo6JmoIW1vcHC']","Mentioned Poet"
"","[apdp.work.000389] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet) - author","True","['reczY4HgBRDaqL1fV']","['recDtQUTCntmgMMy7']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000256] ""Vanwyk Louw, Nicholaas Petrus 
(1906-1970)"" (Poet) - author","True","['recTaUK751BGeaobm']","['recHApZTYWWgoGSdD']","Poet"
"","[apdp.work.000739] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['recYCvClCsXzG3iu1']","Mentioned Poet"
"","[apdp.work.000643] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['rectZjBnSAXmqyWoc']","Poet"
"","[apdp.work.000558] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['recELe9MVgjE3r06b']","Poet"
"","[apdp.work.000613] ""Eglington, Charles 
(1918-1972)"" (Poet) - author","True","['recVITrnlYju5VVOR']","['receiHVeEXP5Azugg']","Poet"
"","[apdp.work.000169] ""Mphahlele, Ezekiel 'Es'kia' 
(1919-2008)"" (Editor)","","['recnNkf2IUSFuHWfT']","['rec6nDaxtxBMmA86D']","Editor"
"","[apdp.work.000242] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['reco6QLPsfzAWHA1W']","Poet"
"","[] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","","Poet"
"","[apdp.work.000311] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Author)","","['recA1aXEUqGwSRQhI']","['recXqalG1YDh86Aru']","Author"
"","[apdp.work.000069] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000185] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recID4HyefZsrKakR']","Poet"
"","[apdp.work.000171] ""Park, Christine 
(-)"" (Editor)","","['recEe2W6Bv6Q5FcSo']","['recL2I5pDkhjH9R4H']","Editor"
"","[apdp.work.000065] ""Livingstone, Douglas 
(1932-1996)"" (Poet)","","['recrAaXXhIPMbulnW']","['recpdR1gBzex8vJpe']","Poet"
"","[apdp.work.000437] ""Opperman, Diederik Johannes 'D. J.' 
(1914-1985)"" (Poet) - author","True","['receqlqqlevq2dKGL']","['recIZ7O2yUHJQwOKs']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000372] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recfa4DxbN1MUSvQo']","Poet"
"","[apdp.work.000185] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recID4HyefZsrKakR']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000600] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['recMUd5TBjYxLxDLO']","Poet"
"","[apdp.work.000415] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recZy7KBdvw7tWHcC']","Poet"
