ID,Last Name,Given Name,Alternate Name,Featured,Country,Region,Gender,Selected Works,Authority,Text,Notes
ap.per.00205,Mapanje,Jack,John Alfred Clement,,Malawi,East Africa,M,,https://viaf.org/viaf/68944702/,,
ap.per.00206,Marais,Danie,,,South Africa,Southern Africa,M,,http://viaf.org/viaf/4695851/,,
ap.per.00207,Marais,Loftus,Lodewikus Stefanus,,South Africa,Southern Africa,M,,http://viaf.org/viaf/71225662/,,
ap.per.00208,Masaki,Makuzayi,Makuzaki?,,Angola,Central Africa,M,,,,
ap.per.00209,Mashile,Lebo,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/4667782/,,
ap.per.00210,Masilo,Rethabile,,,Lesotho,Southern Africa,M,,https://viaf.org/viaf/305200150/,,
ap.per.00211,Mattera,Dawn,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/91733621/,,"I believe this is ""Don"" Mattera"
ap.per.00212,Maunick,Edouard,,,Mauritius,East Africa,M,,https://viaf.org/viaf/39381088/,,
ap.per.00213,Mawiyoo,Ngwatilo,,,Kenya,East Africa,F,,https://viaf.org/viaf/134121105/,,
ap.per.00214,Mbah,Margaret,Afuh,,Cameroon,Central Africa,F,,,,
ap.per.00215,Mbangjwa,Bongekile Joyce,,,South Africa,Southern Africa,F,,http://viaf.org/viaf/86394366/,,
ap.per.00216,Mbuh,Mbuh Tennu,,,Cameroon,Central Africa,M,,,,
ap.per.00217,McGrane,Michelle,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/44034993/,,
ap.per.00218,Mekgwe,Pinkie,Magocha,,Botswana,Southern Africa,,,,,
ap.per.00219,Menkan-Mbunda,Frida Nekang,,,Cameroon,Central Africa,F,,,,
ap.per.00220,Mersal,Iman,,,Egypt,North Africa,F,,https://viaf.org/viaf/120213787/,,
ap.per.00221,Metelerkamp,Joan,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/78043087/,,
ap.per.00222,Metwalli,Mohamed,,,Egypt,North Africa,M,,https://viaf.org/viaf/17131537/,,
ap.per.00223,Mgqwetho,Nontsizi,,,South Africa,Southern Africa,F,,http://viaf.org/viaf/66260596/,,
ap.per.00224,Mhlophe,Gcina,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/85339492/,,
ap.per.00225,Mitra,Amitabh,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/308754367/,,
ap.per.00226,Mkiva,Zolani,,,South Africa,Southern Africa,M,,http://viaf.org/viaf/68571821/,,
ap.per.00227,Modise,Rogoff,,,Botswana,Southern Africa,,,https://viaf.org/viaf/193823932/,,
ap.per.00228,Molapong,Keamogetsi J.,Joseph,,Namibia,Southern Africa,M,,https://viaf.org/viaf/53881702/,,
ap.per.00229,Moolman,Kobus,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/239040265/,,
ap.per.00230,Morchid,Fatiha,,,Morocco,North Africa,F,,https://viaf.org/viaf/97041176/,,
ap.per.00231,moses,Croc,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/74145003297861301081/,,
ap.per.00232,Motadinyane,Isabella,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/264322018/,, (maybe?): Touting Taxi
ap.per.00233,Motsapi,Seithamo,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/51290643/,,
ap.per.00234,Mouissi,Abdelilah,,,Morocco,North Africa,M,,,,found on Poetry International
ap.per.00235,Moussa,Amel,,,Tunisia,North Africa,F,,https://viaf.org/viaf/44463379/,,
ap.per.00236,Mpe,Phaswane,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/46985906/,,
ap.per.00237,Mphande,Lupenga,,,Malawi,East Africa,M,,https://viaf.org/viaf/17266372/,,
ap.per.00238,Mtshali,Mbuyiseni,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/112337775/,,
ap.per.00239,Mugo,Micere Githae,,,Kenya,East Africa,F,,https://viaf.org/viaf/71403362/,,
ap.per.00240,Mulgrew,Nick,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/50146634519941932718/,,
ap.per.00241,Mulia,Ike Mboneni,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/71073381/,,"This is actually Ike Mboneni ""Muila"""
ap.per.00242,Muller,Petra,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/17521103/,,
ap.per.00243,Murray,Sally-Ann,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/58658552/,,
ap.per.00244,Musariri,Blessing,,,Zimbabwe,East Africa,F,,https://viaf.org/viaf/106907389/,,
ap.per.00245,Mushi,Sandra A,Aikaruwa,,Tanzania,East Africa,F,,,,Found on Badilisha Poetry X-change
ap.per.00246,Muthoni,Phyllis,,,Kenya,East Africa,F,,https://viaf.org/viaf/305833791/,,
ap.per.00247,Mutia,Ba'Bila,,,Cameroon,Central Africa,M,,,,
ap.per.00248,Mutombo,Nkulu-N'Sengha,,,The Congo,Central Africa,M,,,,
ap.per.00249,Muttawa,Khaled,,,Libya,North Africa,M,,https://viaf.org/viaf/14023382/,,
ap.per.00250,Muzanenhamo,Togara,,,Zimbabwe,East Africa,M,,https://viaf.org/viaf/14531283/,,
ap.per.00251,Naaot,Fatima,,,Egypt,North Africa,F,,,,Found on Poem Hunter
ap.per.00252,Najar,Khaled,,,Tunisia,North Africa,M,,,,found in Banipal
ap.per.00253,Najmi,Hassan,,,Morocco,North Africa,M,,https://viaf.org/viaf/244877856/,,—maybe “The War” with benefit of doubt
ap.per.00254,Nangolo,Mvula,,,Namibia,Southern Africa,M,,https://viaf.org/viaf/277998219/,,
ap.per.00255,Napo,Ciriaco Bokesa,,,"Congo, Democratic Republic Of",Central Africa,M,,,,
ap.per.00256,Naude,Charl-Pierre,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/120732398/,,
ap.per.00257,Nduka,Uche,,,Nigeria,West Africa,M,,,,
ap.per.00258,Negrouche,Samira,,,Algeria,North Africa,F,,https://viaf.org/viaf/27310889,,"doublecheck (w JohnK, Major will research)"
ap.per.00259,Nel,Gert Vlok,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/2075523,,
ap.per.00260,Nganang,Patrice,,,Cameroon,Central Africa,M,,,,
ap.per.00261,Ngong,John Ngong Kum,,,Cameroon,Central Africa,M,,,,
ap.per.00262,Ngugi,Mukoma wa,,,Kenya,East Africa,M,,https://viaf.org/viaf/31709139/,,
ap.per.00263,Ngwenya,Siphiwe,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/24096627/,,
ap.per.00264,Niekerk,Marlene,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/59307255/,,
ap.per.00265,Nirina,Esther,,,Kenya,East Africa,F,,https://viaf.org/viaf/51233071/,, (if no suitable poem found for anthology)
ap.per.00266,Nissabouri,Mostafa,,,Morocco,North Africa,M,,https://viaf.org/viaf/256756371/,,
ap.per.00267,Njanke,Marcel,,,Cameroon,Central Africa,M,,,,
ap.per.00268,Nkulu,Mutombo,,,"Congo, Democratic Republic Of",Central Africa,M,,,,
ap.per.00269,nnadi,Amu,,,Nigeria,West Africa,M,,,,
ap.per.00270,Nsengiynva,Beverley Nambozo,,,Uganda,East Africa,F,,https://viaf.org/viaf/185807456/,,"This is Beverely Nambozo ""Nsengiyunva"""
ap.per.00271,Nwakanma,Obi,,,Nigeria,West Africa,M,,,,
ap.per.00272,Nyamubaya,Freedom,,,Zimbabwe,East Africa,F,,https://viaf.org/viaf/61609397/,,
ap.per.00273,Nyathi,Albert,,,Zimbabwe,East Africa,M,,https://viaf.org/viaf/86145003296761301574/,,
ap.per.00274,Nyezwa,Mxolisi,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/89915180/,,
ap.per.00275,Obiwu,Obiwu,,,Nigeria,West Africa,M,,,,
ap.per.00276,Oguibe,Olu,,,Nigeria,West Africa,M,,,,
ap.per.00277,Ogunlesi,Tolu,,,Nigeria,West Africa,M,,,,
ap.per.00278,Ojaide,Tanure,,,Nigeria,West Africa,M,,,,
ap.per.00279,Okai,Atukwei,,,Ghana,West Africa,M,,https://viaf.org/viaf/46378080,,
ap.per.00280,Okara,Gabriel,,Y,Nigeria,West Africa,M,,,"Selected Works
Poems

    Adhiambo
    For Ada Udechukwu
    You Laughed and Laughed and Laughed

Poetry Collections

    The Fisherman's Invocation. Heinemann, 1978.
    The Dreamer, His Vision. University of Port Harcourt Press, 2004.
    As I See It. University of Port Harcourt Press, 2006.
    Collected Poems (edited and with an introduction by Brenda Marie Osbey). University of Nebraska Press, 2016.
    Speeches, Lectures, Interviews, Performances / Critical Articles, Media:
        Ajeluorou, Anote. ""‘Gabriel Okara has written in all genres, yet not much attention has been given to his work’"", The Guardian (Nigeria), 19 March 2017.
        Ajeluorou, Anote. ""Gabriel Okara… Restoring the genius of Africa’s oldest living poet"", The Guardian (Nigeria), 5 May 2017.
        Echeruo, Michael J.C. ""Gabriel Okara: A Poet and His Seasons."" World Literature Today, 1992: 454–456
        Green, Eldred Ibibiem. Gabriel Okara: The Man and His Art. Port Harcourt, Nigeria: Onyoma Research Publications, 2007.
        Kahora, Billy. ""Penpoints, Gunpoints, and Dreams: A history of creative writing instruction in East Africa"", Chimurenga Chronic, 18 April 2017.
        Willhardt, Mark. Who's Who in 20th Century World Poetry, Routledge (2001, ISBN 0-415-16355-2), p. 237.
    Biography:

    Gabriel Okara, a prize-winning author whose literary career spans six decades, is rightly hailed as the elder statesman of Nigerian literature. The first Modernist poet of anglophone Africa, he is best known for The Fisherman’s Invocation (1978), The Dreamer, His Vision (2005), and for his early experimental novel, The Voice (1964).

    Gabriel Okara was born at Bumoundi, Bayelsa State, in the Niger Delta in 1921 and educated at Government College Umuahia in Nigeria and Northwestern University in Evanston, Illinois. He worked as a bookbinder and printer for Federal Government Press at Lagos, served as the director of cultural and information services for the short-lived Republic of Biafra, and was the general manager of the Rivers State newspaper and broadcasting corporations. He was an honorary member of the Pan-African Writers’ Association, a fellow of the Nigerian Academy of Letters, and served as a writer in residence at the University of Port Harcourt, Rivers State, Nigeria.

    (source University of Nebraska Press)",
ap.per.00281,Okewole,Niran,,,Nigeria,West Africa,M,,,,
ap.per.00282,Okri,Ben,,,Nigeria,West Africa,M,,,,
ap.per.00283,Opoku-Agyemang,Kwadwo,,,Ghana,West Africa,M,,https://viaf.org/viaf/118284993/,,
ap.per.00284,Oriogun,Romeo,,,Nigeria,West Africa,M,,,,(chapbook pending??)
ap.per.00285,Osman,Ladan,,Y,Somalia,East Africa,F,,https://viaf.org/viaf/311769690/,"Selected Works
Poems

    The Bee’s Gospel
    The Kitchen-Dweller’s Interlude
    Ordinary Heaven

Poems from external sites

    Tonight
    The Key
    Boat Journey
    Let Us Have the Same Dream Tonight

Poetry Collections

    Ordinary Heaven, in Seven New Generation African Poets. Slapering Hol Press, 2014.
    The Kitchen-Dweller’s Testimony. University of Nebraska Press, 2014.
    Exiles of Eden. Coffee House Press, 2019.

Speeches, Lectures, Interviews, Performances / Critical Articles, Media:

    “2017 Neustadt Festival Poetry Readings: Ladan Osman, November 8, 2017.” YouTube: https://www.youtube.com/watch?v=oVLMZGtcFps
    “Ladan Osman Reading.” Otterbein University, Frank Museum of Art. Westerville, OH. March 23, 2018. YouTube: https://www.youtube.com/watch?v=FoELCpIweTo
    “Words and Inspirations with Ladan Osman. WanaWana Udobang, December 5, 2016.” YouTube: https://www.youtube.com/watch?v=mCl0f1ll_dY

Biography:

Ladan Osman was born in Somalia. She earned a BA at Otterbein College and an MFA at the University of Texas at Austin’s Michener Center for Writers. Her chapbook, Ordinary Heaven, appears in Seven New Generation African Poets (Slapering Hol Press, 2014). Her full-length collection The Kitchen-Dweller’s Testimony (University of Nebraska Press, 2015) won the Sillerman First Book Prize. Her work has appeared in Apogee, The Normal School, Prairie Schooner, Transition Magazine, and Waxwing.

Osman has received fellowships from the Fine Arts Work Center, Cave Canem, and the Michener Center. She is a contributing editor at The Offing and lives in Chicago.

(sourced from Poetry Foundation, 9/12/19)

Website: https://www.ladanosman.com/ ",
ap.per.00286,Osundare,Niyi,,,Nigeria,West Africa,M,,,,
ap.per.00287,Otiono,Nduka,,,Nigeria,West Africa,M,,,,
ap.per.00288,Ouzzani,Hassan,,,Morocco,North Africa,M,,https://viaf.org/viaf/20015054/,,
ap.per.00289,Oyebode,Femi,,,Nigeria,West Africa,M,,,,
ap.per.00290,Parenzee,Donald,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/2494469,,
ap.per.00291,Parkes,Nii,,,Ghana,West Africa,M,,,,
ap.per.00292,Partington,Stephen Derwent,,,Kenya,East Africa,M,,https://viaf.org/viaf/4645765/,,
ap.per.00293,Patel,Shalija,,,Kenya,East Africa,F,,https://viaf.org/viaf/145661558/,,"Actually spelled ""Shailja Patel"""
ap.per.00294,Patel,Amira,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/403147905064279091003/,,
ap.per.00295,Pedro,Joao,,,Angola,Central Africa,M,,,,
ap.per.00296,Pieterse,H.J.,,,South Africa,Southern Africa,M,,http://viaf.org/viaf/33785909/,,
ap.per.00297,Pieterse,Cosmo,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/108735180/,,
ap.per.00298,Press,Karen,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/9906476/,,
ap.per.00299,Raddi,Al-Saddiq,,,Sudan,North Africa,M,,https://viaf.org/viaf/288942811/,,
ap.per.00300,Raji,Remi,,,Nigeria,West Africa,M,,,,
ap.per.00301,Rakha,Youssef,,,Egypt,North Africa,M,,https://viaf.org/viaf/121146025/,,
ap.per.00302,Rampolokeng,Lesego,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/3305243/,,~~ need to find something else
ap.per.00303,Rocha,Jofre,,,Angola,Central Africa,M,,https://viaf.org/viaf/118911190,,
ap.per.00304,Runganyo,Kristina,,,Zimbabwe,East Africa,F,,https://viaf.org/viaf/16197423/,,"Spelled Kristina ""Rungano"""
ap.per.00305,Sabry,Maher,,,Egypt,North Africa,M,,https://viaf.org/viaf/238837549/,,
ap.per.00306,Said,Amina,,,Tunisia,North Africa,F,,https://viaf.org/viaf/92589997/,,
ap.per.00307,Salafranca,Arja,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/21501817/,,
ap.per.00308,Salhi,Abdel-ilah,,,Morocco,North Africa,M,,,,found on Poetry International
ap.per.00309,Sall,Thierno Seydou,,,Senegal,West Africa,M,,https://viaf.org/viaf/59134279/,,
ap.per.00310,Sallah,Tijan,,,The Gambia,West Africa,M,,https://viaf.org/viaf/115335161/,,
ap.per.00311,Santo,Alda do Espirito,,,"Congo, Democratic Republic Of",Central Africa,F,,,,
ap.per.00312,Seboni,Barolong,,,Botswana,Southern Africa,M,,https://viaf.org/viaf/65532767/,,(poem in penguin modern anthology)
ap.per.00313,Sehaba,Mohamed,,,Algeria,North Africa,M,,https://viaf.org/viaf/41850485/,,
ap.per.00314,Sepamla,Sydney Sipho,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/49220500/,,
ap.per.00315,Serote,Mongane Wally,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/22154429/,,
ap.per.00316,Sesay,Kadija,,,Sierra Leone,West Africa,F,,https://viaf.org/viaf/217148955/,,
ap.per.00317,Seyoum,Bewketu,,,Ethiopia,East Africa,M,,https://viaf.org/viaf/34152452/,, (maybe)
ap.per.00318,Shahawi,Ahmed,,,Egypt,North Africa,M,,https://viaf.org/viaf/119035635/,,
ap.per.00319,Sharaf,Mahmoud,,,Egypt,North Africa,,,,,
ap.per.00320,Shawwaf,Hatham,,,Egypt,North Africa,,,,,
ap.per.00321,Shiferraw,Mahtem,,Y,Ethiopia,East Africa,F,,https://viaf.org/viaf/178144647668719453468/,"Selected Works
Poems

    Synesthesia
    Crossing Borders
    Ash and Blue

Poems from external sites

    Nomenclatures
    Sister Black, Sister Blue

Books

    Behind Walls & Glass (Finishing Line Press, 2016).
    Fuchsia (University of Nebraska Press, 2016).
    Your Body is War (University of Nebraska Press, 2019).

Speeches, Lectures, Interviews, Performances / Critical Articles, Media:

    “Color is a Language in Itself: Mahtem Shiferraw Discusses Fuchsia,” interviewed by Alex Deuben, The Rumpus, July 2017 (https://www.worldliteraturetoday.org/2018/may/six-poems-mahtem-shiferraw)
    Mahtem Shiferraw reads and discusses “Origins and Intersections” in an interview with Lisa Grove of Poetry. LA, September 2016 (https://www.youtube.com/watch?v=Nj4UYF0n-eA)
    “White is a Color, Black is an Art, an interview with Mahtem Shiferraw,” interviewed by Tiah Beautement, Short Story Day Africa, May 2016 (http://shortstorydayafrica.org/news/white-is-a-colour-black-is-art-an-interview-with-mahtem-shiferraw)
    Adam Tavel, Review of Fuchsia, in Plume Poetry Issue #61, August 2016 (https://plumepoetry.com/book-review-mahtem-shiferraw/)
    Biography:

    Mahtem Shiferraw is a writer and visual artist from Ethiopia and Eritrea. Her poetry collection, Fuchsia (University of Nebraska Press, 2016), received the Sillerman First Book Prize for African Poets. She holds an MFA in creative writing from the Vermont College of Fine Arts. She divides her time between Los Angeles, California, and Addis Ababa, Ethiopia.

    (sourced from poets.org, https://poets.org/poet/mahtem-shiferraw, accessed October 7, 2019)

    Website: https://www.mahtem-shiferraw.com/ ",
ap.per.00322,Shire,Warsan,,,Somalia,East Africa,F,,https://viaf.org/viaf/296881583/,,
ap.per.00323,Shoneyin,Lola,,,Nigeria,West Africa,F,,,,
ap.per.00324,Shoukry,Guirguis,,,Egypt,North Africa,,,,,"Is this ""Girgis Shoukry""?"
ap.per.00325,Shouman,Mas'oud,,,Egypt,North Africa,M,,,,"Found in ""Angry Voices"" anthology"
ap.per.00326,Sibhatu,Ribka,,,Eritrea,East Africa,F,,https://viaf.org/viaf/36659462/,,
ap.per.00327,Sigauke,Emmanuel,,,Zimbabwe,East Africa,M,,https://viaf.org/viaf/283344290/,,
ap.per.00328,Sinda,Theirry,,,Congo (Brazzaville),Central Africa,M,,,,
ap.per.00329,Small,Adam,,,South Africa,Southern Africa,M,,http://viaf.org/viaf/59264296/,,
ap.per.00330,Sole,Kelwyn,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/27119906/,,
ap.per.00331,Sousa,Noemia,,,Mozambique,East Africa,F,Girls from the Docks,https://viaf.org/viaf/99494767/,,
ap.per.00332,Soyinka,Wole,Akinwande Oluwole Babatunde,,Nigeria,West Africa,M,,,,
ap.per.00333,Stockenstrom,Wilma,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/79049421/,,
ap.per.00334,Sule,EE,,,Nigeria,West Africa,M,,,,
ap.per.00335,Tabbal,Abdelkarim,,,Morocco,North Africa,M,,https://viaf.org/viaf/64259161/,,
ap.per.00336,Tadjo,Veronique,,,Cote d’Ivoire,West Africa,F,,,,
ap.per.00337,Taha,Ahmed,,,Egypt,North Africa,,,,,
ap.per.00338,Takwi,Matthew,,,Cameroon,Central Africa,M,,,,
ap.per.00339,Tati Loutard,Jean-Baptiste,,,Congo (Brazzaville),Central Africa,M,,,,
ap.per.00340,Tengour,Habib,,,Algeria,North Africa,M,,https://viaf.org/viaf/79036588,,double check
ap.per.00341,Tengour,Habib,,,Algeria,North Africa,M,,https://viaf.org/viaf/79036588/,,
ap.per.00342,Tibouchi,Hamib,,,Algeria,North Africa,M,,https://viaf.org/viaf/7556672/,,
ap.per.00343,Timol,Umar,,,Mauritius,East Africa,M,,https://viaf.org/viaf/30641985/,,
ap.per.00344,Torabully,Khal,,,Mauritius,East Africa,M,,https://viaf.org/viaf/119776207/,,
ap.per.00345,Tsibinda,Marie-Leontine,,,Congo (Brazzaville),Central Africa,F,,,,
ap.per.00346,Tuma,Hama,,,Ethiopia,East Africa,M,,https://viaf.org/viaf/113631866/,,
ap.per.00347,Veiga,Amelia,,,Angola,Central Africa,F,,,,
ap.per.00348,Verwey,Len,,,Mozambique,East Africa,M,,https://viaf.org/viaf/56338972/,,
ap.per.00349,Villiers,Phillippa,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/46532775/,,
ap.per.00350,Waberi,Abdourahman,,,Djibouti,East Africa,M,,https://viaf.org/viaf/54240269/,,
ap.per.00351,Wabuke,Hope,,,Uganda,East Africa,F,,https://viaf.org/viaf/50146461447527730435/,,
ap.per.00352,Wakai,Kangsen Feka,,,Cameroon,Central Africa,M,,,,
ap.per.00353,Walter,Brian Ernest,,,South Africa,Southern Africa,M,,,,Found in Badilisha
ap.per.00354,Warner,Christi,,,Namibia,Southern Africa,F,,https://viaf.org/viaf/51421106/,,singer
ap.per.00355,Wassat,Mubarak,,,Morocco,North Africa,M,,,,Found on Banipal
ap.per.00356,Watson,Stephen,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/24624530/,,
ap.per.00357,Watta,Chehem,,,Djibouti,East Africa,M,,https://viaf.org/viaf/66605826/,,
ap.per.00358,Watta,Oumarou,,,Niger,West Africa,M,,,,
ap.per.00359,Wendel,Ngudia,,,Angola,Central Africa,M,,,,
ap.per.00360,Wesley,Patricia Jabbeh,,,Liberia,West Africa,F,,https://viaf.org/viaf/29157178/,,
ap.per.00361,Williams,Athol,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/315602972/,,
ap.per.00362,Worsonu,Lade,,,Ghana,West Africa,M,,https://viaf.org/viaf/39614344/,,"Is this ""Lade Wosornu""?"
ap.per.00363,Wylie,Dan,,,South Africa,Southern Africa,M,,https://viaf.org/viaf/26667365/,,
ap.per.00364,Xaba,Makhaosazana,,,South Africa,Southern Africa,F,,https://viaf.org/viaf/40518803/,,
ap.per.00365,Yamani,Ahmed,,,Egypt,North Africa,M,,,,Found on Beirut 39
ap.per.00366,Yamusangie,Frederick,,,"Congo, Democratic Republic Of",Central Africa,M,,,,
ap.per.00367,Yassin,Zeineb,,,Eritrea,East Africa,F,,,,
ap.per.00368,Youssri,Zahrah,,,Egypt,North Africa,F,,,,"Found in ""Angry Voices"" anthology"
ap.per.00369,Zaher,Maged,,,Egypt,North Africa,M,,https://viaf.org/viaf/26774224/,,Has published with Chatwin Books
ap.per.00370,Zhuwao,Phillip,,,Zimbabwe,East Africa,M,,https://viaf.org/viaf/41525393/,,
ap.per.00371,Zimunya,Musaemura,,,Zimbabwe,East Africa,M,,https://viaf.org/viaf/61568234/,,
ap.per.00372,Zouitni,Norddine,,,Morocco,North Africa,M,,https://viaf.org/viaf/317183718/,,
ap.per.00373,Zreka,Abdallah,,,Morocco,North Africa,M,,https://viaf.org/viaf/51811926/,,"Sometimes also spelled ""Zrika"""
