ID,Name,Special Notes,Last Name,Given Name,Alternate Name,Country,Region,Source,Gender,Bibliography,Authority,Notes
ap.per.00184,Kayombo Chingonyi,,Chingonyi,,,Zambia,Eastern Africa,Anthology,M,,,
ap.per.00160,Frank Chipasula,,Chipasula,,,Malawi,Eastern Africa,Anthology,M,,,
ap.per.00163,Stella P Chipasula,*,Chipasula,,,Malawi,Eastern Africa,Index,F,,,
ap.per.00187,Chirikure Chirikure,,Chirikure,,,Zimbabwe,Eastern Africa,Anthology,M,,,
ap.per.00294,Yvette Christianse,,Christianse,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00076,JP Clark,,Clark,,,Nigeria,Western Africa,Anthology,M,,,
ap.per.00113,Syl Cheney -Coker,,Coker,,,Sierra Leone,Western Africa,Anthology,M,,,
ap.per.00320,Michael Cope,*,Cope,,,South Africa,Southern Africa,Index,,,,
ap.per.00301,Jeremy Cronin,,Cronin,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00077,Mary-Alice Daniel,,Daniel,,,Nigeria,Western Africa,Anthology,F,,,
ap.per.00370,TJ Dema,,Dema,,,Botswana,Southern Africa,Anthology,,,,
ap.per.00367,Gail Dendy,*,Dendy,,,South Africa,Southern Africa,Index,,,,
ap.per.00147,Solomon Deressa,*,Deressa,,,Madagascar,Eastern Africa,Index,M,,,
ap.per.00120,Kumanthio Zeinab Diallo ,*,Diallo,,,Guinea,Western Africa,Index,F,,,2 books/ Blue modern African anthology
ap.per.00223,Osama El-Dinosauri,*,Dinosauri,,,Egypt,Northern Africa,Index,,,,
ap.per.00386,Mbella Sonne Dipoko,,Dipoko,,,Cameroon,Middle Africa,Anthology,M,,,
ap.per.00285,Isobel Dixon,,Dixon,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00042,Nimrod Ben Djangrang,,Djangrang,,,Chad,Middle Africa,Anthology,M,,,
ap.per.00209,Mourad Djebel,*,Djebel,,,Algeria,Northern Africa,Index,,,,
ap.per.00095,Beatrice Djedja,*,Djedja,,,Cote d’Ivoire,Western Africa,Index,F,,,
ap.per.00334,Angifi Dladla,*,Dladla,,,South Africa,Southern Africa,Index,,,,
ap.per.00021,Emmanuel Fru Doh,*,Doh,,,Cameroon,Middle Africa,Index,M,,,
ap.per.00306,Finuala Dowling,*,Dowling,,,South Africa,Southern Africa,Index,,,,
ap.per.00363,Clinton V DuPlessis,*,DuPlessis,,,South Africa,Southern Africa,Index,,,,
ap.per.00015,Christmas Atem Ebini,,Ebini,,,Cameroon,Middle Africa,Anthology,M,,,
ap.per.00281,Mohammed Ebnu,*,Ebnu,,,Western Sahara,Northern Africa,Index,,,,
ap.per.00072,Amatoritsero Ede,,Ede,,,Nigeria,Western Africa,Anthology,M,,,
ap.per.00062,Victor Ehikhamenor,,Ehikhamenor,,,Nigeria,Western Africa,Anthology,M,,,
ap.per.00274,Safia Elhillo,,Elhillo,,,Sudan,Northern Africa,Anthology,,,,
ap.per.00079,Inua Ellams,,Ellams,,,Nigeria,Western Africa,Anthology,M,,,
ap.per.00380,Hugh Ellis,*,Ellis,,,Namibia,Southern Africa,Index,,,,
ap.per.00131,Idris Yousoff Elmi,*,Elmi,,,Djibouti,Eastern Africa,Index,M,,,
ap.per.00186,John Eppel,,Eppel,,,Zimbabwe,Eastern Africa,Anthology,M,,,
ap.per.00242,Ashur Etwebi,,Etwebi,,,Libya,Northern Africa,Anthology,,,,
ap.per.00239,Safaa Fathi,*,Fathi,,,Egypt,Northern Africa,Index,,,,—waiting for more work
ap.per.00118,Corsino Antonio Fortes,,Fortes,,,Cape Verde,Western Africa,Anthology,M,,,
ap.per.00236,Imad Fouad,*,Fouad,,,Egypt,Northern Africa,Index,,,,
ap.per.00366,Sheila Meiring Fugard,*,Fugard,,,South Africa,Southern Africa,Index,,,,
ap.per.00232,Magdy El-Gabry,*,Gabry,,,Egypt,Northern Africa,Index,,,,
ap.per.00150,Clifton Gachagua,,Gachagua,,,Kenya,Eastern Africa,Anthology,M,,,
ap.per.00308,Genna Gardini,*,Gardini,,,South Africa,Southern Africa,Index,,,,
ap.per.00322,Dawn Garisch,*,Garisch,,,South Africa,Southern Africa,Index,,,,
ap.per.00087,Harry Garuba,*,Garuba,,,Nigeria,Western Africa,Index,M,,,
ap.per.00138,Aracelis Girmay,,Girmay,,,Eritrea,Eastern Africa,Anthology,F,,,
ap.per.00145,Assefa GMT,*,GMT,,,Ethiopia,Eastern Africa,Index,M,,,
ap.per.00022,Werewere-Liking Gnepo,*,Gnepo,,,Cameroon,Middle Africa,Index,F,,,
ap.per.00310,Keith Gottschalk,*,Gottschalk,,,South Africa,Southern Africa,Index,,,,
ap.per.00342,Stephen Gray,*,Gray,,,South Africa,Southern Africa,Index,,,,
ap.per.00094,Josue Guebo,,Guebo,,,Cote d’Ivoire,Western Africa,Anthology,M,,,
ap.per.00339,Mafika Pascal Gwala,*,Gwala,,,South Africa,Southern Africa,Index,,,,
ap.per.00023,Gahlia Njogoh Gwangwa,*,Gwangwa,,,Cameroon,Middle Africa,Index,M,,,
ap.per.00330,Dorian Haarhoff,*,Haarhoff,,,South Africa,Southern Africa,Index,,,,
ap.per.00133,Isman Omar Hachi,*,Hachi,,,Djibouti,Eastern Africa,Index,M,,,
ap.per.00136,Reesom Haile,,Haile,,,Eritrea,Eastern Africa,Anthology,M,,,
ap.per.00176,Haji Gora Haji,*,Haji,,,Tanzania,Eastern Africa,Index,M,,,
ap.per.00338,Megan Hall,*,Hall,,,South Africa,Southern Africa,Index,,,,
ap.per.00346,Joan Hambidge,*,Hambidge,,,South Africa,Southern Africa,Index,,,,
ap.per.00360,Geoffrey Haresnape,*,Haresnape,,,South Africa,Southern Africa,Index,,,, (Loka will look for more)
ap.per.00231,Youssri Hassaan,*,Hassaan,,,Egypt,Northern Africa,Index,,,,
ap.per.00316,Vernon Head,*,Head,,,South Africa,Southern Africa,Index,,,,
ap.per.00347,Peter Horn,*,Horn,,,South Africa,Southern Africa,Index,,,,
ap.per.00108,Naana Banyiwa Horne,*,Horne,,,Ghana,Western Africa,Index,F,,,
ap.per.00365,Allan Kolski Horwitz,*,Horwitz,,,South Africa,Southern Africa,Index,,,,
ap.per.00188,Chenjerai Hove,,Hove,,,Zimbabwe,Eastern Africa,Anthology,M,,,
ap.per.00216,Hoda Hussein,,Hussein,,,Egypt,Northern Africa,Anthology,,,,
ap.per.00066,Ogaga Ifwodo,,Ifwodo,,,Nigeria,Western Africa,Anthology,M,,,
ap.per.00110,Mawuli Ijadjei ,*,Ijadjei,,,Ghana,Western Africa,Index,M,,,
ap.per.00091,Tade Ipadeola,*,Ipadeola,,,Nigeria,Western Africa,Index,M,,,
ap.per.00140,Angessom Isaak,*,Isaak,,,Eritrea,Eastern Africa,Index,M,,,
ap.per.00243,Faraj Bou al-Isha,*,Isha,,,Libya,Northern Africa,Index,,,,
ap.per.00134,Ali Moussa Iye,*,Iye,,,Djibouti,Eastern Africa,Index,M,,,
ap.per.00141,Ararat Iyob,*,Iyob,,,Ethiopia,Eastern Africa,Anthology,F,,,
ap.per.00192,Tsitsi Jaji,,Jaji,,,Zimbabwe,Eastern Africa,Anthology,F,,,
ap.per.00244,Tahar Ben Jelloun ,,Jelloun,,,Morocco,Northern Africa,Anthology,,,,
ap.per.00348,Liesel Jobson,*,Jobson,,,South Africa,Southern Africa,Index,,,,
ap.per.00349,Sarah Johnson,*,Johnson,,,South Africa,Southern Africa,Index,,,,
ap.per.00266,Ahmed Joumari,*,Joumari,,,Morocco,Northern Africa,Index,,,,
ap.per.00047,Mukula Kadmi-Nzuji ,,Kadmi-Nzuji,,,"Congo, Democratic Republic Of",Middle Africa,Anthology,M,,,
ap.per.00383,Kave- vangua Kahengua,*,Kahengua,,,Namibia,Southern Africa,Index,,,,
ap.per.00218,Pauline Kaldas,,Kaldas,,,Egypt,Northern Africa,Anthology,,,,
ap.per.00063,Uchechi Kalu,,Kalu,,,Nigeria,Western Africa,Anthology,F,,,
ap.per.00086,Pete Kalu,*,Kalu,,,Nigeria,Western Africa,Index,M,,,
ap.per.00051,Kama Sywor Kamanda,*,Kamanda,,,"Congo, Democratic Republic Of",Middle Africa,Index,M,,,
ap.per.00295,Ronelda Kamfer,,Kamfer,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00116,Amadou Lamine Kane,*,Kane,,,Senegal,Western Africa,Index,M,,,
ap.per.00204,Abdelmajib Kaouah,,Kaouah,,,Algeria,Northern Africa,Anthology,,,,
ap.per.00238,Abdul Karim,*,Karim,,,Egypt,Northern Africa,Index,,,,
ap.per.00175,Nyachiro Lydia Kasese,,Kasese,,,Tanzania,Eastern Africa,Anthology,F,,,
ap.per.00374,Kat Kol Kes,*,Kes,,,Botswana,Southern Africa,Index,,,," (verify if book, like TJ says?)"
ap.per.00287,Keorapetse Kgositsile,,Kgositsile,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00377,Sheila Khala,,Khala,,,Lesotho,Southern Africa,Index,,,,
ap.per.00233,Ihab Khalifa,*,Khalifa,,,Egypt,Northern Africa,Index,,,,
ap.per.00205,Amin Khan,,Khan,,,Algeria,Northern Africa,Anthology,,,,
ap.per.00353,Mbongeni Khumalo,*,Khumalo,,,South Africa,Southern Africa,Index,,,,
ap.per.00183,Melissa Kiguwa,*,Kiguwa,,,Uganda,Eastern Africa,Index,F,,,
ap.per.00155,Maina wa Kinyatti,*,Kinyatti,,,Kenya,Eastern Africa,Index,M,,,
ap.per.00024,Bongasu Tanla Kishani,*,Kishani,,,Cameroon,Middle Africa,Index,M,,,
ap.per.00284,Ingrid de Kok,,Kok,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00025,Sim Kombem,*,Kombem,,,Cameroon,Middle Africa,Index,M,,,
ap.per.00026,Buma Kor,*,Kor,,,Cameroon,Middle Africa,Index,M,,,
ap.per.00289,Rustum Kozain,,Kozain,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00283,Antjie Krog,,Krog,,,South Africa,Southern Africa,Anthology,,,,
ap.per.00332,Mazisi Kunene,*,Kunene,,,South Africa,Southern Africa,Index,,,,
ap.per.00103,Dannabang Kuwabong,,Kuwabong,,,Ghana,Western Africa,Anthology,M,,,
ap.per.00027,Monique Kwachou,*,Kwachou,,,Cameroon,Middle Africa,Index,F,,,
ap.per.00246,Abdellatif Laabi,,Laabi,,,Morocco,Northern Africa,Anthology,,,,
ap.per.00202,Abdelhamid Laghouati,,Laghouati,,,Algeria,Northern Africa,Anthology,,,,
ap.per.00107,Kojo Laing,,Laing,,,Ghana,Western Africa,Anthology,M,,,
ap.per.00249,Wafa’a Lamrani ,*,Lamrani,,,Morocco,Northern Africa,Index,,,,
ap.per.00028,Irmagard Anchang Langmia,*,Langmia,,,Cameroon,Middle Africa,Index,F,,,
ap.per.00009,Alda Lara,,Lara,,,Angola,Middle Africa,Index,F,,,
ap.per.00254,Emmanuel Laugier,*,Laugier,,,Morocco,Northern Africa,Index,,,,
ap.per.00049,Juan Tomas Avila Laurel,,Laurel,,,"Congo, Democratic Republic Of",Middle Africa,Anthology,M,,,
ap.per.00168,Ana Mafalda Leite,,Leite,,,Mozambique,Eastern Africa,Anthology,F,,,
ap.per.00143,Liyou Libsekal,,Libsekal,,,Ethiopia,Eastern Africa,Anthology,F,,,
ap.per.00005,Maria Eugenia Lima,,Lima,,,Angola,Middle Africa,Anthology,F,,,
