"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"rec5SGx7REDMinkrZ","apdp.work.000057","Cape Drives (1974)","Cape Drives","Single Author|Selected Works","1974","[""London Magazine Editions""]","[""England""]","[""London""]","","",""," - ","","""[Hope, Christopher](apdp.person.itn.000346)|Poet;;;[Hope, Christopher](apdp.person.itn.000346)|Work Author""","","""[Revving up (1974-06-21)](apdp.news.000052)""","","[""Hope, Christopher""]","1970","","",""
"recGGk6tBnVJj9XU6","apdp.work.000058","Vieilles chansons des pays d'Imerina (1939)","Vieilles chansons des pays d'Imerina","Single Author|Selected Works","1939","[""Independently-Published""]","","","","",""," - ","","""[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Poet;;;[Rabearivelo, Jean-Joseph](apdp.person.itn.000378)|Work Author""","","""[Remainders (1985-08-23)](apdp.news.000170)""","","[""Rabearivelo, Jean-Joseph""]","1930","","",""
"rec9nTaGUbYWqrsda","apdp.work.000059","Wayward Girls and Wicked Women (1986)","Wayward Girls and Wicked Women","Anthology","1986","[""Virago""]","","","","",""," - ","","""[Carter, Angela]()|Editor""","","""[Refusing to learn (1986-12-19)](apdp.news.000289)""","","","1980","","",""
"recfLPp0lHroPdFgx","apdp.work.000060","Song of Lawino: A Lament (1966)","Song of Lawino: A Lament","Single Author|Selected Works","1966","[""East African Publishing House""]","[""Kenya""]","[""Nairobi""]","","",""," - ","['recjK18SMYlhhgVPj']","""[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet""","","""[Reclaiming the mother tongue (1987-05-08)](apdp.news.000188);;;[Compensations in culture (1968-10-09)](apdp.news.000672)""","","","1960","[""[Interrogating the portrayal of Okot p’Bitek’s song poems by Times Literary Supplement from 1971 to 1975](apdp.commentary.000011)""]","",""
"recRwHQAxik8B46Bo","apdp.work.000061","The HouseBoy  (1956)","The HouseBoy ","Single Author|Full Length","1956","[""Heinemann Educational""]","","","","","","","","""[Oyono, Ferdinand Léopold]()|Author""","True","""[Reading round the World (1973-12-30)](apdp.news.000306)""","","","1950","","",""
"rec8rXiPz1JFNU1BA","apdp.work.000062","Le Devoir de Violence  (1956)","Le Devoir de Violence ","Single Author|Full Length","1956","[""Aux Editions du Seuil""]","","","","","","","","""[Ouologuem, Yambo]()|Author;;;[Ouologuem, Yambo]()|Work Author""","True","""[Reading round the World (1973-12-30)](apdp.news.000306)""","","[""Ouologuem, Yambo""]","1950","","",""
"rec8Ty7HmCC77i08v","apdp.work.000063","Civil Peace (1971)","Civil Peace","","1971","[""Okike Magazine""]","","","","","","","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Author;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Work Author""","True","""[Radio (1997-03-09)](apdp.news.000330);;;[Wednesday 6 September (1995-09-03)](apdp.news.000326);;;[World Service (1996-11-10)](apdp.news.000329)""","","[""Achebe, Chinua 'Albert Chinualumogu'""]","1970","","",""
"recdWGeVcuOOGn2om","apdp.work.000064","A Rosary of Bone: second edition, with more poems (1983)","A Rosary of Bone: second edition, with more poems","Single Author|Selected Works","1983","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Livingstone, Douglas]()|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet""","","""[Quiet and disquiet (1985-05-10)](apdp.news.000032)""","","","1980","","",""
"recpdR1gBzex8vJpe","apdp.work.000065","The White Hail in the Orchard and other poems (1984)","The White Hail in the Orchard and other poems","Single Author|Selected Works","1984","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Livingstone, Douglas]()|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet""","","""[Quiet and disquiet (1985-05-10)](apdp.news.000032)""","","","1980","","",""
"rectXriMojhi9a2Ug","apdp.work.000066","Fireflames (1980)","Fireflames","Single Author|Selected Works","1980","[""Rex Collings""]","[""United Kingdom""]","[""London""]","","",""," - ","['recFHrMoEFWOPNDi9']","""[Cullinan, Patrick](apdp.person.itn.001073)|Poet;;;[Livingstone, Douglas]()|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet""","","""[Quiet and disquiet (1985-05-10)](apdp.news.000032)""","","","1980","[""[Oswald Joseph Mbuyiseni Mtshali: A South African Poet Whose Collection’s Sales Shocked Critics](apdp.commentary.000014)""]","",""
"recDCsr3nUGpVg0tj","apdp.work.000067","The Collected Poetry (1998)","The Collected Poetry","Single Author|Collected Works","1998","[""University of Virginia Press""]","[""United States""]","[""Charlottesville""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","True","""[Praise poet in Paris (2000-04-28)](apdp.news.000100)""","","[""Senghor, Léopold Sédar""]","1990","","",""
"rec476sNZ2psfODm3","apdp.work.000068","Poets in South Africa: An Anthology (1958)","Poets in South Africa: An Anthology","Anthology","1958","[""(T. M.) Maskew Miller""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Madge, Charles Henry](apdp.person.itn.000235)|Poet;;;[Plomer, William](apdp.person.itn.000132)|Poet;;;[Plomer, William](apdp.person.itn.000132)|Work Author;;;[Prince, Frank Templeton 'F. T.'](apdp.person.itn.001105)|Poet;;;[Wright, David](apdp.person.itn.000487)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Slater, Francis Carey 'F. C.'](apdp.person.itn.001128)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Cope, Robert Knox 'Jack'](apdp.person.itn.000632)|Poet""","","""[Poets from Abroad (1958-06-13)](apdp.news.000011)""","","[""Plomer, William""]","1950","","",""
"recT86r4N3mhJBuoN","apdp.work.000069","Poems from Black Africa (1963)","Poems from Black Africa","Anthology","1963","[""Indiana University Press""]","[""United States""]","[""Bloomington""]","","",""," - ","","""[Lumumba, Patrice Hemery](apdp.person.itn.000085)|Poet;;;[Diop, David Mandessi](apdp.person.itn.001360)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Ranaivo, Flavien](apdp.person.itn.000909)|Poet;;;[U Tam'si, Tchicaya](apdp.person.itn.000297)|Poet;;;[Rive, Richard](apdp.person.itn.000709)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Brew, Osborne Henry Kwesi](apdp.person.itn.000230)|Poet;;;[Opoku, A. A.](apdp.person.itn.000540)|Poet;;;[Faleti, Adebayo](apdp.person.itn.000618)|Poet;;;[Kunene, Mazisi 'Raymond'](apdp.person.itn.000699)|Poet""","","""[Poetry from Africa (1963-08-02)](apdp.news.000046)""","","","1960","","",""
"recZcAC1EUYdcQODs","apdp.work.000070","Light on a Dark Horse (1952)","Light on a Dark Horse","Single Author|Full Length","1952","[""Henry Regnery Company""]","","","","","","","","""[Campbell, Roy](apdp.person.itn.000514)|Poet""","True","""[Poet's Portrait (1951-12-23)](apdp.news.000378);;;[A farewell to Provence (1971-01-10)](apdp.news.000421);;;[The poet in the bull-ring (1982-05-28)](apdp.news.001158)""","","","1950","","",""
"rec6TOUx63FVXTgfv","apdp.work.000071","The Flying Terrapin (1924)","The Flying Terrapin","Single Author|Full Length","1924","[""Jonathan Cape""]","[""England""]","[""London""]","","","","","","""[Campbell, Roy](apdp.person.itn.000514)|Poet""","True","""[Poet's Portrait (1951-12-23)](apdp.news.000378)""","","","1920","","",""
"recmEUmTLtGr6fY86","apdp.work.000072","Jonah (1973)","Jonah","Single Author|Full Length","1973","[""Secker & Warburg""]","[""England""]","[""London""]","","","","","","""[Porter, Peter]()|Author;;;[Porter, Peter]()|Work Author""","True","""[Poet of the heart (1973-12-09)](apdp.news.000428)""","","[""Porter, Peter""]","1970","","",""
"recKBuv2UZWepbbLA","apdp.work.000073","William Plomer: Collected Poems (1973)","William Plomer: Collected Poems","Single Author|Collected Works","1973","[""Jonathan Cape""]","[""England""]","[""London""]","","",""," - ","","""[Plomer, William](apdp.person.itn.000132)|Poet;;;[Plomer, William](apdp.person.itn.000132)|Work Author""","","""[Poet of the heart (1973-12-09)](apdp.news.000428)""","","[""Plomer, William""]","1970","","",""
"recy2yS65SFvuo0oC","apdp.work.000074","Nocturnes (1961)","Nocturnes","Single Author|Selected Works","1961","[""Aux Editions du Seuil""]","","","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Work Author""","","""[Poet of Senegal (1962-09-21)](apdp.news.000099);;;[Heinemann (1969-10-02)](apdp.news.001134)""","","[""Senghor, Léopold Sédar""]","1960","","",""
"recUwHsIIYIuqh6qr","apdp.work.000075","Leopold Sedar Senghor (1963)","Leopold Sedar Senghor","Single Author|Collected Works","1963","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Lumumba, Patrice Hemery](apdp.person.itn.000085)|Mentioned Poet;;;[Diop, David Mandessi](apdp.person.itn.001360)|Mentioned Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Mentioned Poet;;;[Ranaivo, Flavien](apdp.person.itn.000909)|Mentioned Poet;;;[U Tam'si, Tchicaya](apdp.person.itn.000297)|Mentioned Poet;;;[Rive, Richard](apdp.person.itn.000709)|Mentioned Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Mentioned Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Mentioned Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Mentioned Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Mentioned Poet;;;[Brew, Osborne Henry Kwesi](apdp.person.itn.000230)|Mentioned Poet;;;[Opoku, A. A.](apdp.person.itn.000540)|Mentioned Poet;;;[Faleti, Adebayo](apdp.person.itn.000618)|Mentioned Poet;;;[Kunene, Mazisi 'Raymond'](apdp.person.itn.000699)|Mentioned Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet""","","""[Poet of Senegal (1962-09-21)](apdp.news.000099)""","","","1960","","",""
"recK4VUCvImqkQ0aI","apdp.work.000076","Foe (1987)","Foe","Single Author|Full Length","1987","[""Penguin Publishing Group""]","","","","","","","","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Author;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Work Author""","True","""[Penguin Books (1988-02-28)](apdp.news.000503);;;[Death of a nation (1990-09-16)](apdp.news.000507)""","","[""Coetzee, John Maxwell ' -J. M. '""]","1980","","",""
"recAx8ASB2DFnXODF","apdp.work.000077","The Enigma of Arrival (1988)","The Enigma of Arrival","Single Author|Full Length","1988","[""Penguin Publishing Group""]","","","","","","","","""[Naipaul, V. S.]()|Author;;;[Naipaul, V. S.]()|Work Author""","True","""[Penguin Books (1988-02-28)](apdp.news.000503)""","","[""Naipaul, V. S.""]","1980","","",""
"recsK6qsDdvUm4wZv","apdp.work.000078","The Blunderer (1988)","The Blunderer","Single Author|Full Length","1988","[""Penguin Publishing Group""]","[""England""]","[""London""]","","","","","","""[Highsmith, Mary Patricia]()|Author""","True","""[Penguin Books (1988-02-28)](apdp.news.000503)""","","","1980","","",""
"rec98DavqLD9Xlc6O","apdp.work.000079","The Penguin Book of Modern British Short Stories (1988)","The Penguin Book of Modern British Short Stories","Anthology","1988","[""Penguin Publishing Group""]","[""England""]","[""London""]","","","","","","""[Bradbury, Malcolm Stanley]()|Editor;;;[Bradbury, Malcolm Stanley]()|Work Author""","True","""[Penguin Books (1988-02-28)](apdp.news.000503)""","","[""Bradbury, Malcolm Stanley""]","1980","","",""
"recuiT4EEvaQwy87Y","apdp.work.000080","Mortality: Poems (1968)","Mortality: Poems","Single Author|Selected Works","1968","[""Longmans, Green & Co. Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Echeruo, Michael J. C.](apdp.person.itn.000519)|Poet;;;[Echeruo, Michael J. C.](apdp.person.itn.000519)|Work Author""","","""[Paths to Refinement (1969-07-24)](apdp.news.000005)""","","[""Echeruo, Michael J. C.""]","1960","","",""
"recc8okWOaemEIuZm","apdp.work.000081","Under African Skies (1990)","Under African Skies","Single Author|Selected Works","1990","[""Hornbill House""]","[""England""]","[""Oxford""]","","",""," - ","","""[Ofeimun, Odia](apdp.person.itn.000308)|Poet;;;[Ofeimun, Odia](apdp.person.itn.000308)|Work Author""","","""[Paperbacks (1998-05-24)](apdp.news.000837)""","","[""Ofeimun, Odia""]","1990","","",""
"recXa5IzB3Jrxpx1F","apdp.work.000082","A British Picture (1990)","A British Picture","Single Author|Full Length","1990","[""Mandarin Publishing ""]","[""England""]","","","","","","","""[Russell , Henry Kenneth Alfred  'Ken Russell ']()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"recxKgMSV77viu7tT","apdp.work.000083","Galileo: Heretic (1900)","Galileo: Heretic","Single Author|Selected Works","1900","[""Penguin Publishing Group""]","[""England""]","","","","","","","""[Redondi, Pietro]()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1900","","",""
"recQwy3htecBoMQlk","apdp.work.000084","The Memoir of Marco Parenti (1990)","The Memoir of Marco Parenti","Single Author|Full Length","1990","[""Heinemann Educational""]","[""England""]","","","","","","","""[Phillips, Mark Salber  'Mark Phillips']()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"recfAvt89smXwzCyu","apdp.work.000085","The Labyrinth of Exile (1990)","The Labyrinth of Exile","Single Author|Full Length","1990","[""Collins Harvill""]","","","","","","","","""[Pawel, Ernst]()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"recT9I8oWhwqyBvYy","apdp.work.000086","Tocqueville: A Biography  (1900)","Tocqueville: A Biography ","Single Author|Full Length","1900","[""Peter Halban Publishers Ltd""]","","","","","","","","""[Jardin, André]()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1900","","",""
"recDMS3N5dOOERrkM","apdp.work.000087","The Farther Shore: A Natural History of Perception (1990)","The Farther Shore: A Natural History of Perception","Single Author|Full Length","1990","[""Faber & Faber Ltd.""]","[""England""]","","","","","","","""[Gifford, Don]()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"rec0yUSWyZWsODX1O","apdp.work.000088","The Brideshead Generation (1990)","The Brideshead Generation","Single Author|Full Length","1990","[""Faber & Faber Ltd.""]","","","","","","","","""[Carpenter , Humphrey William Bouverie 'Humphrey Carpenter ']()|Editor""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"rec1uI2m4fgkZgIZ3","apdp.work.000089"," Victorian Things (1990)"," Victorian Things","Single Author|Full Length","1990","[""Penguin Publishing Group""]","[""England""]","","","","","","","""[Briggs, Asa]()|Author""","True","""[Paperbacks (1990-10-07)](apdp.news.000508)""","","","1990","","",""
"recMgRCPWroEil3Qn","apdp.work.000090","The Voice (1964)","The Voice","Single Author|Full Length","1964","[""Fontana (HarperCollins)""]","[""United States""]","[""New York""]","","",""," - ","","""[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet""","","""[paper-backs (1973-04-13)](apdp.news.000218)""","","","1960","","",""
"recXtnEDebHcUH4wI","apdp.work.000091","New Poems 1961. P. E. N. Anthology (1961)","New Poems 1961. P. E. N. Anthology","Anthology","1961","[""Hutchinson & Co. Ltd""]","[""England""]","[""London""]","","","","","","""[Plomer, William](apdp.person.itn.000132)|Editor;;;[Thwaite, Anthony]()|Editor;;;[Corke, Hillary]()|Editor""","True","""[P. E. N. Poets' Choice (1961-11-12)](apdp.news.000693)""","","","1960","","",""
"rec8ZMUXdIZc9cacF","apdp.work.000092","One Night at Victoria Beach (1962)","One Night at Victoria Beach","Poem","1962","","","","","",""," - ","","""[Okara, Gabriel](apdp.person.itn.000399)|Poet""","","""[Zulfikar Ghose (1962-08-10)](apdp.news.000231)""","","","1960","","",""
"recfy3j1ij2eYXDk3","apdp.work.000093","Waiting for the Barbarians (1980)","Waiting for the Barbarians","Single Author|Full Length","1980","[""Secker & Warburg""]","[""England""]","[""London""]","","","","","","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Work Author""","","""[On the edge of the Empire (1980-11-23)](apdp.news.000488);;;[Death of a nation (1990-09-16)](apdp.news.000507)""","","[""Coetzee, John Maxwell ' -J. M. '""]","1980","","",""
